flight_id,flight_no,scheduled_departure,scheduled_arrival,departure_airport,arrival_airport,status,aircraft_code,actual_departure,actual_arrival,ticket_no,flight_id,fare_conditions,amount,flight_no,scheduled_departure,scheduled_arrival,departure_airport,arrival_airport,status,aircraft_code,actual_departure,actual_arrival,5432079221,36094,business,99800.00,ticket_no,flight_id,boarding_no,seat_no,aircraft_code,model,range
136164,PG0252,2017-01-07T10:05:00Z,2017-01-07T11:45:00Z,AAQ,SVO,Arrived,733,2017-01-07T10:07:00Z,2017-01-07T11:46:00Z,5435171255   ,136164,Economy,12200.00,,,,,,,,,,,,,,5435171255   ,136164,27,13D,733,Boeing 737-300,4200
136441,PG0252,2017-02-03T10:05:00Z,2017-02-03T11:45:00Z,AAQ,SVO,Arrived,733,2017-02-03T10:07:00Z,2017-02-03T11:47:00Z,5435172036   ,136441,Economy,12200.00,,,,,,,,,,,,,,5435172036   ,136441,109,13D,733,Boeing 737-300,4200
136146,PG0252,2017-02-09T10:05:00Z,2017-02-09T11:45:00Z,AAQ,SVO,Arrived,733,2017-02-09T10:08:00Z,2017-02-09T11:48:00Z,5432351370   ,136146,Economy,12200.00,,,,,,,,,,,,,,5432351370   ,136146,57,13D,733,Boeing 737-300,4200
136209,PG0252,2017-01-06T10:05:00Z,2017-01-06T11:45:00Z,AAQ,SVO,Arrived,733,2017-01-06T10:09:00Z,2017-01-06T11:49:00Z,5432349646   ,136209,Economy,12200.00,,,,,,,,,,,,,,5432349646   ,136209,2,13D,733,Boeing 737-300,4200
136202,PG0252,2017-01-05T10:05:00Z,2017-01-05T11:45:00Z,AAQ,SVO,Arrived,733,2017-01-05T10:07:00Z,2017-01-05T11:49:00Z,5432349711   ,136202,Economy,12200.00,,,,,,,,,,,,,,5432349711   ,136202,98,13D,733,Boeing 737-300,4200
136185,PG0252,2017-01-14T10:05:00Z,2017-01-14T11:45:00Z,AAQ,SVO,Arrived,733,2017-01-14T10:06:00Z,2017-01-14T11:49:00Z,5432350200   ,136185,Economy,12200.00,,,,,,,,,,,,,,5432350200   ,136185,45,13D,733,Boeing 737-300,4200
136181,PG0252,2017-01-31T10:05:00Z,2017-01-31T11:45:00Z,AAQ,SVO,Arrived,733,2017-01-31T10:05:00Z,2017-01-31T11:44:00Z,5432350890   ,136181,Economy,12200.00,,,,,,,,,,,,,,5432350890   ,136181,83,13D,733,Boeing 737-300,4200
136322,PG0252,2017-02-06T10:05:00Z,2017-02-06T11:45:00Z,AAQ,SVO,Arrived,733,2017-02-06T10:11:00Z,2017-02-06T11:52:00Z,5432351436   ,136322,Economy,12200.00,,,,,,,,,,,,,,5432351436   ,136322,64,13D,733,Boeing 737-300,4200
136178,PG0252,2017-01-29T10:05:00Z,2017-01-29T11:45:00Z,AAQ,SVO,Arrived,733,2017-01-29T10:10:00Z,2017-01-29T11:49:00Z,5434147501   ,136178,Economy,12200.00,,,,,,,,,,,,,,5434147501   ,136178,77,13D,733,Boeing 737-300,4200
136486,PG0252,2017-02-02T10:05:00Z,2017-02-02T11:45:00Z,AAQ,SVO,Arrived,733,2017-02-02T10:07:00Z,2017-02-02T11:48:00Z,5434147545   ,136486,Economy,12200.00,,,,,,,,,,,,,,5434147545   ,136486,55,13D,733,Boeing 737-300,4200
136471,PG0252,2017-01-17T10:05:00Z,2017-01-17T11:45:00Z,AAQ,SVO,Arrived,733,2017-01-17T10:11:00Z,2017-01-17T11:51:00Z,5432350230   ,136471,Economy,12200.00,,,,,,,,,,,,,,5432350230   ,136471,70,13D,733,Boeing 737-300,4200
136204,PG0252,2017-02-23T10:05:00Z,2017-02-23T11:45:00Z,AAQ,SVO,Arrived,733,2017-02-23T10:06:00Z,2017-02-23T11:46:00Z,5432351995   ,136204,Economy,12200.00,,,,,,,,,,,,,,5432351995   ,136204,65,13D,733,Boeing 737-300,4200
136452,PG0252,2017-02-17T10:05:00Z,2017-02-17T11:45:00Z,AAQ,SVO,Arrived,733,2017-02-17T10:08:00Z,2017-02-17T11:48:00Z,5432351756   ,136452,Economy,12200.00,,,,,,,,,,,,,,5432351756   ,136452,70,13D,733,Boeing 737-300,4200
136351,PG0252,2017-02-26T10:05:00Z,2017-02-26T11:45:00Z,AAQ,SVO,Arrived,733,2017-02-26T10:13:00Z,2017-02-26T11:53:00Z,5432352103   ,136351,Economy,12200.00,,,,,,,,,,,,,,5432352103   ,136351,27,13D,733,Boeing 737-300,4200
136266,PG0252,2017-02-27T10:05:00Z,2017-02-27T11:45:00Z,AAQ,SVO,Arrived,733,2017-02-27T10:08:00Z,2017-02-27T11:48:00Z,5432352367   ,136266,Economy,12200.00,,,,,,,,,,,,,,5432352367   ,136266,88,13D,733,Boeing 737-300,4200
136159,PG0252,2017-01-04T10:05:00Z,2017-01-04T11:45:00Z,AAQ,SVO,Arrived,733,2017-01-04T10:07:00Z,2017-01-04T11:45:00Z,5432052089   ,136159,Economy,12200.00,,,,,,,,,,,,,,5432052089   ,136159,49,13D,733,Boeing 737-300,4200
136479,PG0252,2017-02-21T10:05:00Z,2017-02-21T11:45:00Z,AAQ,SVO,Arrived,733,2017-02-21T10:08:00Z,2017-02-21T11:47:00Z,5432052239   ,136479,Economy,12200.00,,,,,,,,,,,,,,5432052239   ,136479,109,13D,733,Boeing 737-300,4200
136420,PG0252,2017-01-01T10:05:00Z,2017-01-01T11:45:00Z,AAQ,SVO,Arrived,733,2017-01-01T10:09:00Z,2017-01-01T11:47:00Z,5435171090   ,136420,Economy,12200.00,,,,,,,,,,,,,,5435171090   ,136420,24,13D,733,Boeing 737-300,4200
136463,PG0252,2017-01-20T10:05:00Z,2017-01-20T11:45:00Z,AAQ,SVO,Arrived,733,2017-01-20T10:06:00Z,2017-01-20T11:45:00Z,5432362734   ,136463,Economy,12200.00,,,,,,,,,,,,,,5432362734   ,136463,77,13D,733,Boeing 737-300,4200
136423,PG0252,2017-01-10T10:05:00Z,2017-01-10T11:45:00Z,AAQ,SVO,Arrived,733,2017-01-10T10:12:00Z,2017-01-10T11:52:00Z,5435171347   ,136423,Economy,12200.00,,,,,,,,,,,,,,5435171347   ,136423,105,13D,733,Boeing 737-300,4200
136316,PG0252,2017-01-12T10:05:00Z,2017-01-12T11:45:00Z,AAQ,SVO,Arrived,733,2017-01-12T10:07:00Z,2017-01-12T11:47:00Z,5435171408   ,136316,Economy,12200.00,,,,,,,,,,,,,,5435171408   ,136316,1,13D,733,Boeing 737-300,4200
136428,PG0252,2017-01-21T10:05:00Z,2017-01-21T11:45:00Z,AAQ,SVO,Arrived,733,2017-01-21T10:08:00Z,2017-01-21T11:47:00Z,5435171663   ,136428,Economy,12200.00,,,,,,,,,,,,,,5435171663   ,136428,60,13D,733,Boeing 737-300,4200
136310,PG0252,2017-01-22T10:05:00Z,2017-01-22T11:45:00Z,AAQ,SVO,Arrived,733,2017-01-22T10:07:00Z,2017-01-22T11:47:00Z,5435171687   ,136310,Economy,12200.00,,,,,,,,,,,,,,5435171687   ,136310,52,13D,733,Boeing 737-300,4200
136403,PG0252,2017-02-20T10:05:00Z,2017-02-20T11:45:00Z,AAQ,SVO,Arrived,733,2017-02-20T10:06:00Z,2017-02-20T11:46:00Z,5435172499   ,136403,Economy,12200.00,,,,,,,,,,,,,,5435172499   ,136403,78,13D,733,Boeing 737-300,4200
136120,PG0252,2017-02-24T10:05:00Z,2017-02-24T11:45:00Z,AAQ,SVO,Arrived,733,2017-02-24T10:07:00Z,2017-02-24T11:46:00Z,5435172604   ,136120,Economy,12200.00,,,,,,,,,,,,,,5435172604   ,136120,78,13D,733,Boeing 737-300,4200
136439,PG0252,2017-02-25T10:05:00Z,2017-02-25T11:45:00Z,AAQ,SVO,Arrived,733,2017-02-25T10:08:00Z,2017-02-25T11:48:00Z,5435172643   ,136439,Economy,12200.00,,,,,,,,,,,,,,5435172643   ,136439,67,13D,733,Boeing 737-300,4200
136122,PG0252,2017-01-08T10:05:00Z,2017-01-08T11:45:00Z,AAQ,SVO,Arrived,733,2017-01-08T10:08:00Z,2017-01-08T11:48:00Z,5435489497   ,136122,Economy,12200.00,,,,,,,,,,,,,,5435489497   ,136122,70,13D,733,Boeing 737-300,4200
136383,PG0252,2017-01-25T10:05:00Z,2017-01-25T11:45:00Z,AAQ,SVO,Arrived,733,2017-01-25T10:09:00Z,2017-01-25T11:51:00Z,5432350685   ,136383,Economy,12200.00,,,,,,,,,,,,,,5432350685   ,136383,101,13D,733,Boeing 737-300,4200
136436,PG0252,2017-01-26T10:05:00Z,2017-01-26T11:45:00Z,AAQ,SVO,Arrived,733,2017-01-26T10:08:00Z,2017-01-26T11:47:00Z,5432350766   ,136436,Economy,12200.00,,,,,,,,,,,,,,5432350766   ,136436,82,13D,733,Boeing 737-300,4200
136269,PG0252,2017-02-11T10:05:00Z,2017-02-11T11:45:00Z,AAQ,SVO,Arrived,733,2017-02-11T10:13:00Z,2017-02-11T11:53:00Z,5432351327   ,136269,Economy,12200.00,,,,,,,,,,,,,,5432351327   ,136269,80,13D,733,Boeing 737-300,4200
136165,PG0252,2017-02-22T10:05:00Z,2017-02-22T11:45:00Z,AAQ,SVO,Arrived,733,2017-02-22T10:11:00Z,2017-02-22T11:52:00Z,5432352024   ,136165,Economy,12200.00,,,,,,,,,,,,,,5432352024   ,136165,70,13D,733,Boeing 737-300,4200
136348,PG0252,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,AAQ,SVO,Arrived,733,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,5434147648   ,136348,Economy,12200.00,,,,,,,,,,,,,,5434147648   ,136348,10,13D,733,Boeing 737-300,4200
136131,PG0252,2017-01-28T10:05:00Z,2017-01-28T11:45:00Z,AAQ,SVO,Arrived,733,2017-01-28T10:07:00Z,2017-01-28T11:46:00Z,5432052163   ,136131,Economy,12200.00,,,,,,,,,,,,,,5432052163   ,136131,85,13D,733,Boeing 737-300,4200
136387,PG0252,2017-01-19T10:05:00Z,2017-01-19T11:45:00Z,AAQ,SVO,Arrived,733,2017-01-19T10:08:00Z,2017-01-19T11:47:00Z,5432333515   ,136387,Economy,12200.00,,,,,,,,,,,,,,5432333515   ,136387,81,13D,733,Boeing 737-300,4200
136135,PG0252,2017-02-01T10:05:00Z,2017-02-01T11:45:00Z,AAQ,SVO,Arrived,733,2017-02-01T10:08:00Z,2017-02-01T11:48:00Z,5432333694   ,136135,Economy,12200.00,,,,,,,,,,,,,,5432333694   ,136135,36,13D,733,Boeing 737-300,4200
136215,PG0252,2017-02-28T10:05:00Z,2017-02-28T11:45:00Z,AAQ,SVO,Arrived,733,2017-02-28T10:09:00Z,2017-02-28T11:49:00Z,5432334017   ,136215,Economy,12200.00,,,,,,,,,,,,,,5432334017   ,136215,110,13D,733,Boeing 737-300,4200
136411,PG0252,2017-02-04T10:05:00Z,2017-02-04T11:45:00Z,AAQ,SVO,Arrived,733,2017-02-04T10:06:00Z,2017-02-04T11:46:00Z,5435172060   ,136411,Economy,12200.00,,,,,,,,,,,,,,5435172060   ,136411,89,13D,733,Boeing 737-300,4200
136284,PG0252,2017-02-07T10:05:00Z,2017-02-07T11:45:00Z,AAQ,SVO,Arrived,733,2017-02-07T10:07:00Z,2017-02-07T11:48:00Z,5435172148   ,136284,Economy,12200.00,,,,,,,,,,,,,,5435172148   ,136284,6,13D,733,Boeing 737-300,4200
136293,PG0252,2017-01-23T10:05:00Z,2017-01-23T11:45:00Z,AAQ,SVO,Arrived,733,2017-01-23T10:09:00Z,2017-01-23T11:48:00Z,5435171706   ,136293,Economy,12200.00,,,,,,,,,,,,,,5435171706   ,136293,68,13E,733,Boeing 737-300,4200
136165,PG0252,2017-02-22T10:05:00Z,2017-02-22T11:45:00Z,AAQ,SVO,Arrived,733,2017-02-22T10:11:00Z,2017-02-22T11:52:00Z,5435172550   ,136165,Economy,12200.00,,,,,,,,,,,,,,5435172550   ,136165,62,13E,733,Boeing 737-300,4200
136215,PG0252,2017-02-28T10:05:00Z,2017-02-28T11:45:00Z,AAQ,SVO,Arrived,733,2017-02-28T10:09:00Z,2017-02-28T11:49:00Z,5434147867   ,136215,Economy,12200.00,,,,,,,,,,,,,,5434147867   ,136215,102,13E,733,Boeing 737-300,4200
136204,PG0252,2017-02-23T10:05:00Z,2017-02-23T11:45:00Z,AAQ,SVO,Arrived,733,2017-02-23T10:06:00Z,2017-02-23T11:46:00Z,5432352217   ,136204,Economy,12200.00,,,,,,,,,,,,,,5432352217   ,136204,76,13E,733,Boeing 737-300,4200
136135,PG0252,2017-02-01T10:05:00Z,2017-02-01T11:45:00Z,AAQ,SVO,Arrived,733,2017-02-01T10:08:00Z,2017-02-01T11:48:00Z,5432362780   ,136135,Economy,12200.00,,,,,,,,,,,,,,5432362780   ,136135,76,13E,733,Boeing 737-300,4200
136268,PG0252,2017-02-16T10:05:00Z,2017-02-16T11:45:00Z,AAQ,SVO,Arrived,733,2017-02-16T10:08:00Z,2017-02-16T11:49:00Z,5432362813   ,136268,Economy,12200.00,,,,,,,,,,,,,,5432362813   ,136268,88,13E,733,Boeing 737-300,4200
136463,PG0252,2017-01-20T10:05:00Z,2017-01-20T11:45:00Z,AAQ,SVO,Arrived,733,2017-01-20T10:06:00Z,2017-01-20T11:45:00Z,5432333591   ,136463,Economy,12200.00,,,,,,,,,,,,,,5432333591   ,136463,113,13E,733,Boeing 737-300,4200
136366,PG0252,2017-01-11T10:05:00Z,2017-01-11T11:45:00Z,AAQ,SVO,Arrived,733,2017-01-11T10:08:00Z,2017-01-11T11:47:00Z,5434147287   ,136366,Economy,12200.00,,,,,,,,,,,,,,5434147287   ,136366,41,13E,733,Boeing 737-300,4200
136387,PG0252,2017-01-19T10:05:00Z,2017-01-19T11:45:00Z,AAQ,SVO,Arrived,733,2017-01-19T10:08:00Z,2017-01-19T11:47:00Z,5434147385   ,136387,Economy,12200.00,,,,,,,,,,,,,,5434147385   ,136387,80,13E,733,Boeing 737-300,4200
136132,PG0252,2017-02-15T10:05:00Z,2017-02-15T11:45:00Z,AAQ,SVO,Arrived,733,2017-02-15T10:09:00Z,2017-02-15T11:48:00Z,5434147709   ,136132,Economy,12200.00,,,,,,,,,,,,,,5434147709   ,136132,12,13E,733,Boeing 737-300,4200
136159,PG0252,2017-01-04T10:05:00Z,2017-01-04T11:45:00Z,AAQ,SVO,Arrived,733,2017-01-04T10:07:00Z,2017-01-04T11:45:00Z,5432349698   ,136159,Economy,12200.00,,,,,,,,,,,,,,5432349698   ,136159,55,13E,733,Boeing 737-300,4200
136202,PG0252,2017-01-05T10:05:00Z,2017-01-05T11:45:00Z,AAQ,SVO,Arrived,733,2017-01-05T10:07:00Z,2017-01-05T11:49:00Z,5432349693   ,136202,Economy,12200.00,,,,,,,,,,,,,,5432349693   ,136202,99,13E,733,Boeing 737-300,4200
136122,PG0252,2017-01-08T10:05:00Z,2017-01-08T11:45:00Z,AAQ,SVO,Arrived,733,2017-01-08T10:08:00Z,2017-01-08T11:48:00Z,5432349893   ,136122,Economy,12200.00,,,,,,,,,,,,,,5432349893   ,136122,68,13E,733,Boeing 737-300,4200
136131,PG0252,2017-01-28T10:05:00Z,2017-01-28T11:45:00Z,AAQ,SVO,Arrived,733,2017-01-28T10:07:00Z,2017-01-28T11:46:00Z,5432350877   ,136131,Economy,12200.00,,,,,,,,,,,,,,5432350877   ,136131,84,13E,733,Boeing 737-300,4200
136441,PG0252,2017-02-03T10:05:00Z,2017-02-03T11:45:00Z,AAQ,SVO,Arrived,733,2017-02-03T10:07:00Z,2017-02-03T11:47:00Z,5432350915   ,136441,Economy,12200.00,,,,,,,,,,,,,,5432350915   ,136441,112,13E,733,Boeing 737-300,4200
136284,PG0252,2017-02-07T10:05:00Z,2017-02-07T11:45:00Z,AAQ,SVO,Arrived,733,2017-02-07T10:07:00Z,2017-02-07T11:48:00Z,5432351254   ,136284,Economy,12200.00,,,,,,,,,,,,,,5432351254   ,136284,112,13E,733,Boeing 737-300,4200
136320,PG0252,2017-02-19T10:05:00Z,2017-02-19T11:45:00Z,AAQ,SVO,Arrived,733,2017-02-19T10:05:00Z,2017-02-19T11:45:00Z,5432351964   ,136320,Economy,12200.00,,,,,,,,,,,,,,5432351964   ,136320,78,13E,733,Boeing 737-300,4200
136479,PG0252,2017-02-21T10:05:00Z,2017-02-21T11:45:00Z,AAQ,SVO,Arrived,733,2017-02-21T10:08:00Z,2017-02-21T11:47:00Z,5432352001   ,136479,Economy,12200.00,,,,,,,,,,,,,,5432352001   ,136479,107,13E,733,Boeing 737-300,4200
136264,PG0252,2017-02-18T10:05:00Z,2017-02-18T11:45:00Z,AAQ,SVO,Arrived,733,2017-02-18T10:07:00Z,2017-02-18T11:47:00Z,5432052228   ,136264,Economy,12200.00,,,,,,,,,,,,,,5432052228   ,136264,111,13E,733,Boeing 737-300,4200
136119,PG0252,2017-01-03T10:05:00Z,2017-01-03T11:45:00Z,AAQ,SVO,Arrived,733,2017-01-03T10:08:00Z,2017-01-03T11:49:00Z,5435171155   ,136119,Economy,12200.00,,,,,,,,,,,,,,5435171155   ,136119,94,13E,733,Boeing 737-300,4200
136423,PG0252,2017-01-10T10:05:00Z,2017-01-10T11:45:00Z,AAQ,SVO,Arrived,733,2017-01-10T10:12:00Z,2017-01-10T11:52:00Z,5435171367   ,136423,Economy,12200.00,,,,,,,,,,,,,,5435171367   ,136423,106,13E,733,Boeing 737-300,4200
136269,PG0252,2017-02-11T10:05:00Z,2017-02-11T11:45:00Z,AAQ,SVO,Arrived,733,2017-02-11T10:13:00Z,2017-02-11T11:53:00Z,5432333859   ,136269,Economy,12200.00,,,,,,,,,,,,,,5432333859   ,136269,87,13E,733,Boeing 737-300,4200
136249,PG0252,2017-02-14T10:05:00Z,2017-02-14T11:45:00Z,AAQ,SVO,Arrived,733,2017-02-14T10:08:00Z,2017-02-14T11:46:00Z,5435172338   ,136249,Economy,12200.00,,,,,,,,,,,,,,5435172338   ,136249,115,13E,733,Boeing 737-300,4200
136351,PG0252,2017-02-26T10:05:00Z,2017-02-26T11:45:00Z,AAQ,SVO,Arrived,733,2017-02-26T10:13:00Z,2017-02-26T11:53:00Z,5435172674   ,136351,Economy,12200.00,,,,,,,,,,,,,,5435172674   ,136351,28,13E,733,Boeing 737-300,4200
136164,PG0252,2017-01-07T10:05:00Z,2017-01-07T11:45:00Z,AAQ,SVO,Arrived,733,2017-01-07T10:07:00Z,2017-01-07T11:46:00Z,5432333376   ,136164,Economy,12200.00,,,,,,,,,,,,,,5432333376   ,136164,26,13E,733,Boeing 737-300,4200
136464,PG0252,2017-01-09T10:05:00Z,2017-01-09T11:45:00Z,AAQ,SVO,Arrived,733,2017-01-09T10:07:00Z,2017-01-09T11:47:00Z,5435489501   ,136464,Economy,12200.00,,,,,,,,,,,,,,5435489501   ,136464,95,13E,733,Boeing 737-300,4200
136389,PG0252,2017-01-18T10:05:00Z,2017-01-18T11:45:00Z,AAQ,SVO,Arrived,733,2017-01-18T10:10:00Z,2017-01-18T11:50:00Z,5435489533   ,136389,Economy,12200.00,,,,,,,,,,,,,,5435489533   ,136389,2,13E,733,Boeing 737-300,4200
136403,PG0252,2017-02-20T10:05:00Z,2017-02-20T11:45:00Z,AAQ,SVO,Arrived,733,2017-02-20T10:06:00Z,2017-02-20T11:46:00Z,5432333965   ,136403,Economy,12200.00,,,,,,,,,,,,,,5432333965   ,136403,116,13E,733,Boeing 737-300,4200
136316,PG0252,2017-01-12T10:05:00Z,2017-01-12T11:45:00Z,AAQ,SVO,Arrived,733,2017-01-12T10:07:00Z,2017-01-12T11:47:00Z,5432349777   ,136316,Economy,12200.00,,,,,,,,,,,,,,5432349777   ,136316,79,13E,733,Boeing 737-300,4200
136428,PG0252,2017-01-21T10:05:00Z,2017-01-21T11:45:00Z,AAQ,SVO,Arrived,733,2017-01-21T10:08:00Z,2017-01-21T11:47:00Z,5432333580   ,136428,Economy,12200.00,,,,,,,,,,,,,,5432333580   ,136428,9,13E,733,Boeing 737-300,4200
136282,PG0252,2017-01-16T10:05:00Z,2017-01-16T11:45:00Z,AAQ,SVO,Arrived,733,2017-01-16T10:07:00Z,2017-01-16T11:48:00Z,5434147349   ,136282,Economy,12200.00,,,,,,,,,,,,,,5434147349   ,136282,96,13E,733,Boeing 737-300,4200
136383,PG0252,2017-01-25T10:05:00Z,2017-01-25T11:45:00Z,AAQ,SVO,Arrived,733,2017-01-25T10:09:00Z,2017-01-25T11:51:00Z,5432333652   ,136383,Economy,12200.00,,,,,,,,,,,,,,5432333652   ,136383,87,13E,733,Boeing 737-300,4200
136226,PG0252,2017-01-30T10:05:00Z,2017-01-30T11:45:00Z,AAQ,SVO,Arrived,733,2017-01-30T10:08:00Z,2017-01-30T11:48:00Z,5432333674   ,136226,Economy,12200.00,,,,,,,,,,,,,,5432333674   ,136226,36,13E,733,Boeing 737-300,4200
136439,PG0252,2017-02-25T10:05:00Z,2017-02-25T11:45:00Z,AAQ,SVO,Arrived,733,2017-02-25T10:08:00Z,2017-02-25T11:48:00Z,5432333963   ,136439,Economy,12200.00,,,,,,,,,,,,,,5432333963   ,136439,54,13E,733,Boeing 737-300,4200
136345,PG0252,2017-01-24T10:05:00Z,2017-01-24T11:45:00Z,AAQ,SVO,Arrived,733,2017-01-24T13:32:00Z,2017-01-24T15:12:00Z,5432350491   ,136345,Economy,12200.00,,,,,,,,,,,,,,5432350491   ,136345,97,13E,733,Boeing 737-300,4200
136458,PG0252,2017-01-02T10:05:00Z,2017-01-02T11:45:00Z,AAQ,SVO,Arrived,733,2017-01-02T10:07:00Z,2017-01-02T11:46:00Z,5432349560   ,136458,Economy,12200.00,,,,,,,,,,,,,,5432349560   ,136458,48,13E,733,Boeing 737-300,4200
136275,PG0252,2017-01-13T10:05:00Z,2017-01-13T11:45:00Z,AAQ,SVO,Arrived,733,2017-01-13T10:08:00Z,2017-01-13T11:46:00Z,5432349983   ,136275,Economy,12200.00,,,,,,,,,,,,,,5432349983   ,136275,115,13E,733,Boeing 737-300,4200
136310,PG0252,2017-01-22T10:05:00Z,2017-01-22T11:45:00Z,AAQ,SVO,Arrived,733,2017-01-22T10:07:00Z,2017-01-22T11:47:00Z,5432350498   ,136310,Economy,12200.00,,,,,,,,,,,,,,5432350498   ,136310,57,13E,733,Boeing 737-300,4200
136471,PG0252,2017-01-17T10:05:00Z,2017-01-17T11:45:00Z,AAQ,SVO,Arrived,733,2017-01-17T10:11:00Z,2017-01-17T11:51:00Z,5432350350   ,136471,Economy,12200.00,,,,,,,,,,,,,,5432350350   ,136471,71,13E,733,Boeing 737-300,4200
136486,PG0252,2017-02-02T10:05:00Z,2017-02-02T11:45:00Z,AAQ,SVO,Arrived,733,2017-02-02T10:07:00Z,2017-02-02T11:48:00Z,5432350720   ,136486,Economy,12200.00,,,,,,,,,,,,,,5432350720   ,136486,61,13E,733,Boeing 737-300,4200
136178,PG0252,2017-01-29T10:05:00Z,2017-01-29T11:45:00Z,AAQ,SVO,Arrived,733,2017-01-29T10:10:00Z,2017-01-29T11:49:00Z,5432351029   ,136178,Economy,12200.00,,,,,,,,,,,,,,5432351029   ,136178,79,13E,733,Boeing 737-300,4200
136130,PG0252,2017-02-13T10:05:00Z,2017-02-13T11:45:00Z,AAQ,SVO,Arrived,733,2017-02-13T10:07:00Z,2017-02-13T11:46:00Z,5432351638   ,136130,Economy,12200.00,,,,,,,,,,,,,,5432351638   ,136130,5,13E,733,Boeing 737-300,4200
136266,PG0252,2017-02-27T10:05:00Z,2017-02-27T11:45:00Z,AAQ,SVO,Arrived,733,2017-02-27T10:08:00Z,2017-02-27T11:48:00Z,5432352203   ,136266,Economy,12200.00,,,,,,,,,,,,,,5432352203   ,136266,85,13E,733,Boeing 737-300,4200
136270,PG0252,2017-02-12T10:05:00Z,2017-02-12T11:45:00Z,AAQ,SVO,Arrived,733,2017-02-12T10:12:00Z,2017-02-12T11:51:00Z,5432351488   ,136270,Economy,12200.00,,,,,,,,,,,,,,5432351488   ,136270,6,13E,733,Boeing 737-300,4200
136348,PG0252,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,AAQ,SVO,Arrived,733,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,5432351392   ,136348,Economy,12200.00,,,,,,,,,,,,,,5432351392   ,136348,9,13E,733,Boeing 737-300,4200
136209,PG0252,2017-01-06T10:05:00Z,2017-01-06T11:45:00Z,AAQ,SVO,Arrived,733,2017-01-06T10:09:00Z,2017-01-06T11:49:00Z,5432362690   ,136209,Economy,12200.00,,,,,,,,,,,,,,5432362690   ,136209,13,13E,733,Boeing 737-300,4200
136250,PG0252,2017-02-08T10:05:00Z,2017-02-08T11:45:00Z,AAQ,SVO,Arrived,733,2017-02-08T10:06:00Z,2017-02-08T11:47:00Z,5434147628   ,136250,Economy,12200.00,,,,,,,,,,,,,,5434147628   ,136250,50,13E,733,Boeing 737-300,4200
136185,PG0252,2017-01-14T10:05:00Z,2017-01-14T11:45:00Z,AAQ,SVO,Arrived,733,2017-01-14T10:06:00Z,2017-01-14T11:49:00Z,5435171462   ,136185,Economy,12200.00,,,,,,,,,,,,,,5435171462   ,136185,64,13E,733,Boeing 737-300,4200
136436,PG0252,2017-01-26T10:05:00Z,2017-01-26T11:45:00Z,AAQ,SVO,Arrived,733,2017-01-26T10:08:00Z,2017-01-26T11:47:00Z,5435171802   ,136436,Economy,12200.00,,,,,,,,,,,,,,5435171802   ,136436,11,13E,733,Boeing 737-300,4200
136120,PG0252,2017-02-24T10:05:00Z,2017-02-24T11:45:00Z,AAQ,SVO,Arrived,733,2017-02-24T10:07:00Z,2017-02-24T11:46:00Z,5435172626   ,136120,Economy,12200.00,,,,,,,,,,,,,,5435172626   ,136120,83,13E,733,Boeing 737-300,4200
136202,PG0252,2017-01-05T10:05:00Z,2017-01-05T11:45:00Z,AAQ,SVO,Arrived,733,2017-01-05T10:07:00Z,2017-01-05T11:49:00Z,5432349355   ,136202,Economy,12200.00,,,,,,,,,,,,,,5432349355   ,136202,100,13F,733,Boeing 737-300,4200
136164,PG0252,2017-01-07T10:05:00Z,2017-01-07T11:45:00Z,AAQ,SVO,Arrived,733,2017-01-07T10:07:00Z,2017-01-07T11:46:00Z,5432349833   ,136164,Economy,12200.00,,,,,,,,,,,,,,5432349833   ,136164,52,13F,733,Boeing 737-300,4200
136185,PG0252,2017-01-14T10:05:00Z,2017-01-14T11:45:00Z,AAQ,SVO,Arrived,733,2017-01-14T10:06:00Z,2017-01-14T11:49:00Z,5434147321   ,136185,Economy,12200.00,,,,,,,,,,,,,,5434147321   ,136185,49,13F,733,Boeing 737-300,4200
136463,PG0252,2017-01-20T10:05:00Z,2017-01-20T11:45:00Z,AAQ,SVO,Arrived,733,2017-01-20T10:06:00Z,2017-01-20T11:45:00Z,5434147394   ,136463,Economy,12200.00,,,,,,,,,,,,,,5434147394   ,136463,75,13F,733,Boeing 737-300,4200
136132,PG0252,2017-02-15T10:05:00Z,2017-02-15T11:45:00Z,AAQ,SVO,Arrived,733,2017-02-15T10:09:00Z,2017-02-15T11:48:00Z,5432333865   ,136132,Economy,12200.00,,,,,,,,,,,,,,5432333865   ,136132,1,13F,733,Boeing 737-300,4200
136411,PG0252,2017-02-04T10:05:00Z,2017-02-04T11:45:00Z,AAQ,SVO,Arrived,733,2017-02-04T10:06:00Z,2017-02-04T11:46:00Z,5432351219   ,136411,Economy,12200.00,,,,,,,,,,,,,,5432351219   ,136411,45,13F,733,Boeing 737-300,4200
136320,PG0252,2017-02-19T10:05:00Z,2017-02-19T11:45:00Z,AAQ,SVO,Arrived,733,2017-02-19T10:05:00Z,2017-02-19T11:45:00Z,5432351969   ,136320,Economy,12200.00,,,,,,,,,,,,,,5432351969   ,136320,80,13F,733,Boeing 737-300,4200
