,Restaurant_id,Cuisine Style,Price Range,Number of Reviews
8908,id_4800,,,
8729,id_309,"['European', 'Vegetarian Friendly']",$$$$,72
8862,id_1907,,,
8844,id_10264,,,
8839,id_6127,,,
8517,id_7211,"['Italian', 'Vegetarian Friendly']",$$ - $$$,85
8617,id_3711,"['African', 'Ethiopian', 'Vegan Options']",$$ - $$$,93
8777,id_5304,,,
8684,id_1320,"['American', 'Bar', 'International']",$$ - $$$,300
8920,id_3682,,,6
8547,id_15081,"['Quick Bites', 'Fast Food']",$,61
8314,id_244,"['Japanese', 'Seafood', 'Sushi']",$$ - $$$,351
8725,id_4995,"['Italian', 'Fast Food']",$,25
8975,id_3746,,,
8350,id_7148,"['Bar', 'British', 'Pub']",$$ - $$$,66
8365,id_416,"['European', 'Wine Bar', 'Central European']",$$ - $$$,135
8336,id_12512,"['Quick Bites', 'Japanese', 'Fast Food']",$$ - $$$,15
8805,id_707,"['Italian', 'Seafood', 'Sardinian']",$$$$,493
8465,id_934,"['Dutch', 'Bar', 'European']",$$ - $$$,133
8592,id_197,"['Mediterranean', 'European', 'Greek']",$$ - $$$,686
8823,id_239,"['Barbecue', 'European', 'Gluten Free Options']",$$ - $$$,748
8526,id_12426,['Fast Food'],$,22
8531,id_1420,"['Turkish', 'Vegetarian Friendly']",$,31
8380,id_3379,"['European', 'British', 'Vegetarian Friendly']",$$$$,148
8747,id_1123,"['Italian', 'Vegetarian Friendly', 'Vegan Options']",$$ - $$$,289
8401,id_11244,"['American', 'European', 'Vegetarian Friendly']",$$ - $$$,88
8828,id_644,"['Italian', 'Pizza', 'Mediterranean']",$$ - $$$,276
8437,id_3140,"['Dessert', 'Vegetarian Friendly']",$,47
8814,id_2818,"['Spanish', 'Vegetarian Friendly', 'Vegan Options']",$$ - $$$,29
8532,id_2595,"['Asian', 'Vietnamese', 'Vegetarian Friendly']",$,25
8545,id_4516,"['French', 'Bar', 'Cafe']",$$ - $$$,412
8876,id_1880,"['Chinese', 'Japanese', 'Sushi']",$,173
8906,id_2309,"['French', 'Seafood', 'European']",$$ - $$$,453
8919,id_1739,"['International', 'Mediterranean', 'Healthy']",$$ - $$$,176
8359,id_1578,"['French', 'Vegetarian Friendly']",$$ - $$$,35
8694,id_1483,"['Italian', 'Seafood', 'Mediterranean']",$$ - $$$,203
8448,id_6396,"['Quick Bites', 'Seafood', 'Fast Food']",$$ - $$$,59
8412,id_4504,['Vegetarian Friendly'],$$ - $$$,58
8649,id_4097,"['Latin', 'Mediterranean', 'Spanish']",$$ - $$$,10
8337,id_4902,"['Steakhouse', 'European', 'British']",$$$$,662
8567,id_10636,"['Belgian', 'Bar', 'European']",$$ - $$$,215
8506,id_1480,"['Russian', 'Eastern European']",$$ - $$$,57
8967,id_11408,,,3
8973,id_479,"['Bar', 'Cafe', 'European']",$$ - $$$,173
8872,id_1546,"['European', 'Greek', 'Vegan Options']",$$ - $$$,220
8563,id_151,"['American', 'Bar', 'Barbecue']",$$ - $$$,824
8850,id_2351,"['Brazilian', 'Grill', 'South American']",$$ - $$$,133
8571,id_578,"['Cafe', 'European', 'Portuguese']",$$ - $$$,117
8875,id_7732,"['Mediterranean', 'Spanish', 'Diner']",$$ - $$$,10
8945,id_13210,"['Quick Bites', 'Healthy', 'Vegetarian Friendly']",$,14
8889,id_9599,['Vegetarian Friendly'],$$ - $$$,349
8878,id_688,"['German', 'Austrian', 'Bar']",$,721
8791,id_4433,"['Vegetarian Friendly', 'Vegan Options']",$$ - $$$,29
8574,id_12801,"['French', 'European']",$$ - $$$,273
8535,id_1353,"['Japanese', 'Bar', 'Cafe']",$$ - $$$,10
8455,id_2609,"['Mediterranean', 'Greek', 'Vegetarian Friendly']",$$ - $$$,36
8375,id_1934,,,
8921,id_13,"['Quick Bites', 'Italian', 'Fast Food']",$,715
8930,id_13295,"['Indian', 'Asian', 'Balti']",$$ - $$$,94
8934,id_2357,"['Indian', 'Vegetarian Friendly']",$$ - $$$,22
8918,id_2178,"['Bar', 'Mediterranean', 'European']",$$ - $$$,379
8931,id_4122,,,
8942,id_539,"['French', 'European', 'Wine Bar']",$$ - $$$,501
8632,id_3790,"['Italian', 'Pizza', 'European']",$$ - $$$,226
8635,id_2404,"['Italian', 'Mediterranean']",$$ - $$$,862
8581,id_5857,,$,34
8788,id_162,"['Dutch', 'Bar', 'Cafe']",$$ - $$$,528
8755,id_8389,['French'],$$ - $$$,90
8479,id_8359,"['Italian', 'Mediterranean', 'Healthy']",$,122
8424,id_700,"['French', 'Belgian', 'European']",$$ - $$$,116
8536,id_13682,"['Lebanese', 'Mediterranean', 'Middle Eastern']",$$ - $$$,143
8940,id_4945,"['Bar', 'British', 'Pub']",$$ - $$$,129
8944,id_1553,"['Bar', 'Contemporary']",$$ - $$$,44
8530,id_4118,,,
8597,id_5387,,,
8948,id_1242,"['Dutch', 'Cafe', 'International']",$$ - $$$,51
8922,id_210,"['Italian', 'Mediterranean', 'European']",$$$$,264
8665,id_1494,"['Indian', 'Asian', 'Vegetarian Friendly']",$$ - $$$,72
8670,id_621,"['Indian', 'Asian', 'Balti']",$$ - $$$,2011
8950,id_4676,"['Bar', 'International', 'British']",$$ - $$$,195
8935,id_1405,"['German', 'Seafood', 'European']",$$ - $$$,69
8718,id_1611,"['Italian', 'Pizza']",$,19
8874,id_10870,,,
8974,id_1311,"['Indian', 'Asian', 'Vegetarian Friendly']",$,96
8976,id_11101,"['Fast Food', 'Diner', 'Vegetarian Friendly']",$,44
8984,id_1539,"['Chinese', 'Seafood', 'Asian']",$$ - $$$,224
8927,id_7588,,,
8978,id_3443,,,
8500,id_2263,"['Asian', 'Thai', 'Vegetarian Friendly']",$$ - $$$,620
8980,id_3589,,$$ - $$$,10
8979,id_1951,"['Steakhouse', 'Brazilian', 'Austrian']",$$ - $$$,13
8982,id_4866,"['European', 'Spanish']",$$ - $$$,68
8838,id_2957,,,
8981,id_2266,['European'],$$ - $$$,25
8983,id_2152,"['Italian', 'Northern-Italian']",,2
8987,id_1216,"['American', 'Latin', 'Spanish']",$,40
8989,id_1247,"['Fast Food', 'Mediterranean', 'European']",$$ - $$$,121
8985,id_2151,"['Healthy', 'Vegetarian Friendly', 'Vegan Options']",$$ - $$$,2
8986,id_5925,['Indian'],,4
8993,id_951,"['Fast Food', 'Vegetarian Friendly']",$,20
8992,id_132,"['Italian', 'Pizza', 'Mediterranean']",$$ - $$$,2728
8988,id_198,"['Quick Bites', 'Chinese', 'Fast Food']",$,1348
9012,id_13095,"['French', 'European', 'Gastropub']",$$ - $$$,153
9007,id_2931,"['Italian', 'European', 'Spanish']",$$ - $$$,53
9004,id_1259,"['Mexican', 'American']",,6
9003,id_235,"['Japanese', 'Asian', 'Vegetarian Friendly']",$$ - $$$,230
9005,id_7715,['Italian'],$$ - $$$,3
9021,id_7612,"['Bar', 'Pub']",$,14
9016,id_1587,"['Japanese', 'Sushi', 'Asian']",$$ - $$$,14
9018,id_2241,"['American', 'Bar', 'Pub']",$$ - $$$,18
9023,id_5405,"['Cafe', 'Spanish', 'Healthy']",$,22
8991,id_8271,,,
9006,id_827,"['Middle Eastern', 'Persian', 'Vegetarian Friendly']",$$ - $$$,385
9010,id_6710,"['Bar', 'Mediterranean', 'Spanish']",$,32
9022,id_646,"['Bar', 'Seafood', 'Mediterranean']",$$ - $$$,470
9014,id_2538,"['Japanese', 'Asian', 'Vegetarian Friendly']",$,62
9020,id_5238,"['French', 'European']",$$ - $$$,78
9027,id_623,"['Asian', 'Thai', 'Vegetarian Friendly']",$$ - $$$,209
9017,id_3291,"['Pub', 'Wine Bar', 'Gastropub']",$$ - $$$,75
9015,id_1926,"['Belgian', 'European']",$,14
8990,id_2321,"['Cafe', 'International']",$$ - $$$,1
9026,id_394,"['Seafood', 'Mediterranean', 'Croatian']",$$$$,171
9024,id_1659,"['Japanese', 'Sushi', 'Asian']",$$ - $$$,111
9041,id_230,"['German', 'European', 'Central European']",$$ - $$$,223
9040,id_5466,,,4
9051,id_6044,['Spanish'],$,50
9037,id_9118,['European'],,4
9034,id_863,"['Steakhouse', 'European', 'Danish']",$$ - $$$,44
9050,id_1971,"['Belgian', 'European']",,7
9038,id_6401,['Turkish'],,5
9046,id_150,"['Dessert', 'Cafe', 'Vegetarian Friendly']",$,685
9056,id_597,"['Italian', 'Cafe', 'Mediterranean']",$$ - $$$,737
9055,id_3375,"['Bakeries', 'European']",,3
9031,id_1267,,,2
9160,id_2091,"['European', 'Healthy']",,5
9164,id_1944,"['Dessert', 'Cafe', 'European']",$$ - $$$,31
9029,id_12127,,,7
9054,id_1858,"['Italian', 'Healthy', 'Vegetarian Friendly']",$,72
9033,id_1732,"['Quick Bites', 'American', 'Bar']",$,60
9053,id_822,"['European', 'Norwegian']",$,3
9045,id_4823,,$$ - $$$,20
9032,id_2405,"['Bar', 'International', 'Gastropub']",$$ - $$$,286
9119,id_1297,['Italian'],$,17
9103,id_15009,['Steakhouse'],,17
9030,id_6067,['Asian'],$,7
9044,id_449,['Vegetarian Friendly'],$$ - $$$,42
9043,id_552,"['Mediterranean', 'Greek', 'Vegetarian Friendly']",$$ - $$$,79
9052,id_7303,['Bar'],$$ - $$$,171
9039,id_165,"['Irish', 'Cafe', 'Vegetarian Friendly']",$,344
9036,id_14505,"['French', 'Cafe']",$$ - $$$,13
9065,id_4995,['Italian'],,6
9087,id_2257,"['European', 'Hungarian']",$$ - $$$,14
9107,id_1017,,,1
9179,id_971,"['Japanese', 'Sushi']",$$ - $$$,21
9152,id_3798,"['Italian', 'Pizza', 'Vegetarian Friendly']",$$ - $$$,218
9009,id_798,,,
9193,id_3350,"['Dessert', 'Italian']",,7
9118,id_2064,"['Italian', 'French', 'Pizza']",$$ - $$$,150
9172,id_2779,"['Italian', 'Bar', 'Fast Food']",$$ - $$$,106
9191,id_14335,,$$ - $$$,5
9235,id_1879,['Italian'],,10
9048,id_11948,['British'],$$$$,11
9075,id_2362,"['European', 'Portuguese']",$,50
9069,id_6253,"['Mexican', 'Fast Food']",$,22
9066,id_11578,"['Quick Bites', 'Asian', 'Vietnamese']",$,15
9062,id_11493,['French'],$$ - $$$,61
9063,id_3721,"['Bar', 'British', 'Pub']",$$ - $$$,255
9060,id_2359,"['Cafe', 'International', 'European']",$$ - $$$,630
9073,id_949,"['Japanese', 'Sushi', 'Asian']",$$ - $$$,99
9070,id_152,['Indian'],$$ - $$$,357
9047,id_221,"['Fast Food', 'Soups', 'Vegetarian Friendly']",$,93
9028,id_958,"['European', 'Portuguese']",,5
9071,id_557,"['Mediterranean', 'Spanish', 'Grill']",$$ - $$$,292
9074,id_168,"['Italian', 'Pizza', 'Mediterranean']",$$ - $$$,449
9090,id_6013,"['Italian', 'Pizza']",,9
9099,id_1734,"['Italian', 'Pizza', 'Seafood']",,7
9132,id_1812,"['Asian', 'Indonesian']",$$ - $$$,4
9116,id_13401,,,10
9013,id_6916,"['Italian', 'Cafe', 'European']",$$ - $$$,73
9115,id_2772,,$$ - $$$,8
9127,id_861,"['Mediterranean', 'European', 'Spanish']",$$ - $$$,2033
9130,id_1686,"['Cafe', 'Vegetarian Friendly']",$$$$,17
9123,id_2218,"['French', 'Bar', 'European']",$$ - $$$,49
9124,id_54,,$$ - $$$,647
9151,id_693,"['Italian', 'Pizza', 'Seafood']",$$ - $$$,690
9035,id_13254,"['Mexican', 'American', 'Bar']",$$ - $$$,286
9042,id_1692,"['Asian', 'Korean', 'Vegetarian Friendly']",$$ - $$$,237
9011,id_827,,,
9008,id_1327,,,
9079,id_351,"['Asian', 'Indonesian', 'Vegetarian Friendly']",$$ - $$$,233
9078,id_147,"['Italian', 'Pizza', 'Mediterranean']",$$ - $$$,248
9092,id_2584,"['Italian', 'Bar', 'European']",$$ - $$$,374
9072,id_3299,"['Mediterranean', 'Spanish']",$,40
9088,id_7373,"['Bar', 'British', 'Vegetarian Friendly']",$$ - $$$,111
9059,id_1871,['Spanish'],$,41
9068,id_12842,"['French', 'Bar', 'European']",$$ - $$$,147
9025,id_12782,"['French', 'European']",$$ - $$$,381
9049,id_2887,"['Moroccan', 'Mediterranean', 'Middle Eastern']",$$ - $$$,17
9126,id_3481,"['Italian', 'Pizza', 'Mediterranean']",$$ - $$$,52
9106,id_905,,,13
9178,id_1056,['Chinese'],$$ - $$$,6
9095,id_5674,,,2
9158,id_4912,,,2
9100,id_6468,['Spanish'],$$ - $$$,45
9174,id_1244,,$$ - $$$,19
9159,id_2175,['French'],$$ - $$$,19
9157,id_7620,"['Dessert', 'Cafe', 'Spanish']",$$ - $$$,91
9181,id_1369,"['Cafe', 'European', 'Vegetarian Friendly']",$$ - $$$,56
9136,id_332,"['Italian', 'Bar', 'European']",$$ - $$$,48
9156,id_653,"['Mediterranean', 'Vegetarian Friendly']",$$ - $$$,30
9150,id_4434,"['Quick Bites', 'Fast Food', 'European']",$$ - $$$,277
9190,id_2661,"['Mediterranean', 'Spanish']",$$ - $$$,80
9080,id_2584,"['Bakeries', 'Cafe', 'European']",$,28
9111,id_11607,,$,8
9230,id_8480,"['Cafe', 'Mediterranean', 'Spanish', 'Deli']",,18
9241,id_2378,['Irish'],,6
9208,id_2679,"['French', 'Belgian', 'European']",$$ - $$$,1
9227,id_2400,,,69
9237,id_931,"['European', 'Hungarian']",$$ - $$$,38
9215,id_1034,['Sushi'],,6
9257,id_2188,"['European', 'Scandinavian']",,1
9199,id_10489,['Italian'],,9
9219,id_885,['Cafe'],$$ - $$$,13
9356,id_1161,,,4
9295,id_896,['Italian'],,3
9120,id_3023,,,
9162,id_352,,,
9096,id_5923,,,5
9117,id_2551,"['Middle Eastern', 'Persian', 'Vegetarian Friendly']",$$ - $$$,30
9122,id_589,"['Mexican', 'South American', 'Central American']",$,32
9131,id_222,"['Japanese', 'Sushi', 'Asian']",$$ - $$$,213
9058,id_1112,"['German', 'Austrian', 'European']",$,23
9067,id_3848,"['European', 'Russian', 'South American']",$,12
9108,id_7584,"['Mediterranean', 'Middle Eastern', 'Tunisian']",$$ - $$$,232
9226,id_4245,"['International', 'Spanish']",,1
9134,id_2632,"['French', 'European', 'Gastropub']",$$ - $$$,398
9097,id_3705,"['Portuguese', 'Vegetarian Friendly']",$$ - $$$,197
9128,id_1975,"['Italian', 'Pizza', 'European']",$$ - $$$,149
9167,id_8306,"['Cafe', 'Vegetarian Friendly', 'Vegan Options']",$$ - $$$,19
9184,id_4752,"['French', 'European', 'Vegetarian Friendly']",$$ - $$$,94
9175,id_12769,"['French', 'Cafe', 'European']",$$ - $$$,13
9019,id_132,,,
9233,id_11188,,,7
9076,id_312,"['Italian', 'Pizza', 'Mediterranean']",$$ - $$$,146
9350,id_15898,['Chinese'],,6
9263,id_1338,,,1
9351,id_4552,,,1
9366,id_4405,,,4
9379,id_3849,"['Italian', 'Pizza']",,8
9304,id_4054,"['European', 'Czech']",,1
9395,id_815,,,5
9358,id_12219,['Chinese'],$$ - $$$,9
9477,id_3293,,,5
9419,id_1760,,,2
9057,id_8465,,,
9182,id_738,,,3
9144,id_2377,"['Japanese', 'Sushi', 'Asian']",$$ - $$$,128
9145,id_215,"['Austrian', 'European', 'Central European']",$$$$,401
9138,id_4964,"['Italian', 'Pizza', 'Fast Food']",,12
9084,id_585,"['Italian', 'Pizza', 'Mediterranean']",$$ - $$$,95
9139,id_3506,"['Italian', 'Pizza', 'Mediterranean']",$$ - $$$,140
9149,id_2067,"['Dessert', 'Dutch', 'Cafe']",$,13
9133,id_12531,"['Quick Bites', 'Fast Food']",$,152
9104,id_4069,"['Italian', 'Pizza']",$,13
9105,id_763,"['Mediterranean', 'European', 'Wine Bar']",$$ - $$$,126
9143,id_1038,"['Steakhouse', 'International', 'European']",$$ - $$$,134
9089,id_2184,,,17
9121,id_1451,"['Lebanese', 'Mediterranean', 'Middle Eastern']",$,84
9137,id_16101,"['Mediterranean', 'Turkish']",$$ - $$$,26
9113,id_1062,"['International', 'European', 'Fusion']",$$ - $$$,132
9188,id_938,['European'],$$ - $$$,47
9112,id_1060,"['Mediterranean', 'European', 'Portuguese']",$,111
9086,id_6977,['American'],$,64
9153,id_3056,"['French', 'Bar', 'European']",$$ - $$$,282
9077,id_2475,"['Italian', 'Pizza', 'Mediterranean']",$,61
9102,id_275,,$$ - $$$,15
9189,id_2384,"['Italian', 'Pizza', 'European']",$$ - $$$,378
9183,id_3015,"['Italian', 'Pizza', 'Vegetarian Friendly']",$$ - $$$,37
9209,id_871,,$,14
9196,id_5761,,,1
9225,id_3557,"['Dessert', 'Cafe']",$,14
9203,id_453,"['Cafe', 'European', 'Scandinavian']",$$ - $$$,31
9197,id_187,"['European', 'Vegetarian Friendly', 'Vegan Options']",$$ - $$$,326
9220,id_1470,"['Fast Food', 'Asian', 'Thai']",$,101
9238,id_1253,"['Japanese', 'Sushi', 'Asian', 'Vegetarian Friendly']",,19
9223,id_1067,,,12
9245,id_8314,"['Mediterranean', 'Spanish']",$$ - $$$,8
9206,id_11382,"['Japanese', 'Sushi', 'Asian']",$,32
9250,id_1548,"['Cafe', 'European', 'Vegetarian Friendly']",$$ - $$$,78
9210,id_1015,"['French', 'Belgian', 'European']",$,21
9240,id_6956,"['Italian', 'Pizza', 'Mediterranean']",$$ - $$$,430
9217,id_4450,"['Italian', 'European']",$$ - $$$,128
9339,id_5513,,,4
9278,id_3190,"['European', 'Czech']",,4
9231,id_6648,"['Lebanese', 'Mediterranean', 'Middle Eastern']",$,22
9360,id_5742,,,2
9391,id_580,"['European', 'Swedish']",,26
9307,id_16106,"['Chinese', 'Asian']",$,251
9317,id_3574,"['Mediterranean', 'European', 'Portuguese']",$$ - $$$,237
9329,id_862,"['Japanese', 'Asian', 'Thai']",$$ - $$$,59
9180,id_1612,,,6
9385,id_5170,,,2
9402,id_833,"['Chinese', 'Vietnamese']",$,20
9429,id_3659,"['Italian', 'Vegetarian Friendly']",$,40
9474,id_1183,"['Bar', 'Pub']",$,29
9399,id_2068,"['Russian', 'Vegetarian Friendly']",$,20
9501,id_667,['Pub'],,12
9471,id_888,['Cafe'],,11
9439,id_3739,"['European', 'Czech']",,1
9484,id_10069,,,2
9411,id_1691,,$$ - $$$,80
9534,id_15631,,,135
9446,id_4104,['Spanish'],,2
9550,id_5382,"['Japanese', 'Sushi', 'Vietnamese']",,3
9125,id_2690,,,
9247,id_11451,"['Chinese', 'Asian', 'Vietnamese']",$,12
9064,id_8630,,,
9492,id_979,"['Bar', 'Pub']",,8
9266,id_4537,"['Italian', 'Pizza']",,1
9274,id_9427,"['European', 'British']",,2
9176,id_206,"['Mediterranean', 'Middle Eastern', 'Israeli']",$$ - $$$,1486
9236,id_1369,"['Italian', 'Pizza', 'Mediterranean']",$$ - $$$,1022
9094,id_181,"['American', 'Steakhouse', 'Barbecue']",$$ - $$$,1029
9177,id_9323,['Barbecue'],$$$$,1
9109,id_950,"['International', 'European', 'Contemporary']",$$ - $$$,32
9114,id_3951,"['Mediterranean', 'Spanish', 'Contemporary']",$$ - $$$,13
9083,id_2053,"['Bar', 'Mediterranean', 'European']",$$ - $$$,358
9085,id_6133,['Healthy'],$$ - $$$,69
9218,id_384,"['Mediterranean', 'Greek', 'Vegetarian Friendly']",$$ - $$$,158
9091,id_3433,"['Mediterranean', 'European', 'Spanish']",$$ - $$$,174
9212,id_482,"['International', 'Asian', 'Vietnamese']",$$ - $$$,774
9388,id_7557,['Cafe'],,1
9387,id_1841,"['Chinese', 'Asian', 'Vietnamese']",$$ - $$$,24
9392,id_1366,['Japanese'],$,13
9302,id_5892,['Irish'],,2
9398,id_428,,$$$$,109
9239,id_886,"['International', 'European', 'Czech']",$$ - $$$,473
9251,id_200,"['Mediterranean', 'European', 'Portuguese']",$$ - $$$,152
9204,id_1294,"['Moroccan', 'Mediterranean']",,1
9403,id_554,"['Japanese', 'Sushi', 'Asian']",$$ - $$$,78
9195,id_6367,"['Japanese', 'Asian', 'Vegetarian Friendly']",$$ - $$$,41
9296,id_6870,,,3
9202,id_66,"['Dutch', 'Vegetarian Friendly', 'Vegan Options']",$$ - $$$,1131
9357,id_9204,"['French', 'Spanish', 'Wine Bar', 'Basque']",,4
9271,id_1355,"['Bar', 'Mediterranean', 'Spanish']",$$ - $$$,79
9285,id_1572,"['Japanese', 'Sushi', 'Asian']",$$ - $$$,54
9282,id_40,"['European', 'Scandinavian', 'Vegetarian Friendly']",$$ - $$$,395
9248,id_6497,"['Steakhouse', 'British', 'Gluten Free Options']",$$ - $$$,407
9211,id_3539,"['French', 'European', 'Vegetarian Friendly']",$$ - $$$,235
9262,id_461,"['Asian', 'Vietnamese', 'Vegetarian Friendly']",$$ - $$$,31
9371,id_3333,"['Quick Bites', 'Bar', 'British']",$$ - $$$,258
9384,id_2774,"['European', 'Central European']",,6
9378,id_3320,"['Cafe', 'Vegetarian Friendly']",$$ - $$$,31
9322,id_838,,,110
9374,id_7864,"['Bar', 'European', 'Pub']",$,26
9273,id_5108,,,1
9312,id_1436,"['Indian', 'Deli']",$$ - $$$,6
9363,id_8087,['Spanish'],$$ - $$$,9
9288,id_7310,['Spanish'],$$ - $$$,4
9536,id_12899,['American'],,5
9298,id_7577,['European'],$$ - $$$,99
9330,id_2639,"['Bar', 'Pub']",$,41
9281,id_6093,['Asian'],$$ - $$$,14
9433,id_2686,['Chinese'],$$ - $$$,12
9344,id_1098,"['European', 'Portuguese']",$$ - $$$,32
9272,id_525,"['Italian', 'Pizza', 'Fast Food']",$,263
9163,id_1487,"['Italian', 'Pizza', 'Mediterranean']",$$ - $$$,493
9186,id_47,"['Steakhouse', 'Latin', 'Barbecue']",$$$$,3119
9465,id_16032,['Irish'],,4
9420,id_3698,['Turkish'],,3
9530,id_6444,,,2
9412,id_3227,"['Chinese', 'Asian', 'Vegetarian Friendly']",$$ - $$$,88
9596,id_2264,,,1
9548,id_5180,['Spanish'],$$ - $$$,17
9603,id_9491,,,2
9205,id_4889,"['Bar', 'Pub', 'Gastropub']",$,68
9692,id_984,,,6
9469,id_10610,['French'],$,10
9569,id_1319,"['Bar', 'Pub', 'Wine Bar']",$$ - $$$,6
9476,id_2640,['Thai'],$,7
9489,id_8584,"['Indian', 'Asian', 'Pakistani']",$$ - $$$,76
9672,id_1303,,,21
9642,id_1613,,$,7
9580,id_4334,,,3
9708,id_3676,,,2
9166,id_315,,,
9752,id_1423,"['Bar', 'Pub']",,1
9490,id_1520,,,
9349,id_7539,"['Chinese', 'Asian']",$,30
9506,id_9499,['Thai'],,5
9481,id_9930,['Pub'],$,39
9635,id_4656,"['Mediterranean', 'European', 'Spanish']",$,138
9373,id_72,"['Greek', 'Vegetarian Friendly', 'Vegan Options']",$$ - $$$,1836
9252,id_583,"['German', 'European', 'Vegetarian Friendly']",$,112
9201,id_374,"['European', 'Eastern European', 'Central European']",$$ - $$$,223
9216,id_3817,,,5
9256,id_3269,['Pub'],$,79
9246,id_7248,"['Chinese', 'Japanese', 'Sushi']",$,52
9407,id_1044,"['Belgian', 'European']",$$ - $$$,79
9129,id_5986,"['Italian', 'Bar', 'Pizza']",$$ - $$$,289
9229,id_14448,"['Quick Bites', 'Cafe', 'British']",$,109
9348,id_1514,"['Indian', 'Vegetarian Friendly', 'Halal']",$,63
9343,id_550,"['Italian', 'Seafood', 'Mediterranean']",$$ - $$$,471
9340,id_2018,"['German', 'Cafe', 'European']",$,43
9264,id_1029,['Portuguese'],$,62
9370,id_1231,,,2
9381,id_8337,"['Seafood', 'Fast Food']",$,14
9279,id_12986,"['Japanese', 'Sushi', 'Asian']",$$ - $$$,9
9529,id_4970,['Seafood'],,18
9314,id_10224,"['Italian', 'Pizza']",$$ - $$$,25
9493,id_612,['Vietnamese'],$,9
9498,id_1054,"['Pizza', 'European', 'Grill']",$,12
9194,id_5850,"['Italian', 'Israeli', 'Vegetarian Friendly']",$$ - $$$,1464
9382,id_671,"['Indian', 'Fast Food', 'Pakistani']",$,48
9319,id_369,"['Mediterranean', 'European', 'Spanish']",$$ - $$$,486
9261,id_493,"['Italian', 'Mediterranean', 'European']",$$ - $$$,319
9269,id_3950,"['Pub', 'Middle Eastern', 'Vegetarian Friendly']",$$ - $$$,91
9372,id_2979,"['Italian', 'Seafood', 'Mediterranean']",$$ - $$$,74
9443,id_257,"['Quick Bites', 'Seafood', 'Fast Food']",$$ - $$$,29
9430,id_1851,"['Italian', 'Seafood', 'Mediterranean']",$$ - $$$,150
9341,id_3534,"['Italian', 'Pizza', 'Mediterranean']",$$ - $$$,160
9369,id_1414,"['German', 'Austrian', 'European']",$$ - $$$,20
9515,id_3725,['Japanese'],,6
9541,id_469,"['Polish', 'Bar', 'European']",$$ - $$$,23
9321,id_4235,"['Mediterranean', 'Spanish']",$$ - $$$,1
9405,id_1281,"['French', 'European', 'Vegetarian Friendly']",$$ - $$$,161
9324,id_39,"['Seafood', 'Mediterranean', 'Gluten Free Options']",$$$$,774
9323,id_13,"['Mediterranean', 'Spanish', 'Fusion']",$$$$,2074
9325,id_1134,"['Bar', 'European', 'Pub']",$$ - $$$,125
9472,id_2219,,,1
9482,id_9185,"['Israeli', 'Kosher']",$$ - $$$,44
9464,id_1894,"['European', 'Danish']",$$ - $$$,87
9466,id_208,"['American', 'Fast Food', 'Vegetarian Friendly']",$,335
9425,id_2362,['Italian'],$$ - $$$,23
9454,id_3851,,,5
9428,id_2161,['Asian'],,3
9524,id_1573,"['Quick Bites', 'Chinese', 'Fast Food']",$,231
9300,id_7596,"['French', 'Cafe', 'European']",$$ - $$$,28
9171,id_340,"['Italian', 'Mediterranean', 'European']",$$$$,211
9544,id_4680,['American'],,2
9539,id_913,"['Italian', 'Pizza', 'International']",$,12
9537,id_2083,"['French', 'Bar', 'European']",$$ - $$$,123
9503,id_6871,"['Cafe', 'Vegetarian Friendly', 'Vegan Options']",$,22
9547,id_1284,"['Japanese', 'Sushi', 'Asian']",$$ - $$$,55
9512,id_1496,,$$ - $$$,35
9573,id_1583,['Italian'],,6
9598,id_558,"['Indian', 'Vegetarian Friendly', 'Vegan Options']",$$ - $$$,80
9082,id_1795,,,
9140,id_907,,,
9456,id_910,"['European', 'Vegetarian Friendly']",$$ - $$$,665
9650,id_1188,"['Bar', 'Cafe', 'European']",$$ - $$$,8
9610,id_3326,"['European', 'Portuguese']",$$ - $$$,34
9681,id_1769,,,23
9607,id_1883,"['Indian', 'Vegetarian Friendly', 'Vegan Options']",$$ - $$$,68
9578,id_1931,"['French', 'Bar', 'European']",$$ - $$$,523
9275,id_799,,$$ - $$$,10
9759,id_405,"['Dessert', 'Cafe']",$,14
9367,id_3104,['Cafe'],,2
9345,id_7967,"['Chinese', 'Japanese', 'Sushi']",$$ - $$$,14
9727,id_13338,,$$ - $$$,136
9721,id_3598,,,7
9141,id_2376,,,
9081,id_9325,,,
9401,id_2421,,,
9368,id_6343,,,
9376,id_5508,,,
9406,id_214,,,
9408,id_1820,,,
9620,id_14207,,,2
9653,id_1610,"['Italian', 'Cafe']",$$ - $$$,56
9165,id_3206,,,
9666,id_3424,,,
9552,id_297,,,
9560,id_2106,['French'],$,126
9442,id_5222,['Spanish'],$$ - $$$,18
9332,id_3869,"['Spanish', 'Basque']",$$ - $$$,66
9342,id_9444,,$,29
9500,id_1632,['Pizza'],$,55
9628,id_3977,"['Bar', 'International']",$$ - $$$,27
9101,id_3014,"['Bar', 'European', 'Pub']",$$ - $$$,20
9213,id_1133,['International'],,4
9198,id_9920,['French'],$$ - $$$,12
9232,id_9118,"['French', 'European']",$$ - $$$,23
9249,id_6459,"['European', 'Spanish']",$$ - $$$,242
9268,id_3641,"['Italian', 'Cafe']",$,6
9362,id_15890,"['Chinese', 'Asian']",,23
9258,id_6909,"['Italian', 'Pizza', 'Mediterranean']",$$ - $$$,118
9253,id_654,"['French', 'European', 'Vegetarian Friendly']",$$ - $$$,271
