Country or Area,Year,Area,Sex,City,City type,Record Type,Reliability,Source Year,Value
Hungary,2018,Total,Both Sexes,Kecskemét,City proper,Estimate - de jure,"Final figure, complete",2019.0,110662.5
Hungary,2018,Total,Both Sexes,Miskolc,City proper,Estimate - de jure,"Final figure, complete",2019.0,155085.5
Hungary,2018,Total,Both Sexes,Nyiregyhaza,City proper,Estimate - de jure,"Final figure, complete",2019.0,116960.0
Hungary,2018,Total,Both Sexes,Pécs,City proper,Estimate - de jure,"Final figure, complete",2019.0,143530.5
Hungary,2018,Total,Both Sexes,Szeged,City proper,Estimate - de jure,"Final figure, complete",2019.0,160944.0
Hungary,2018,Total,Male,BUDAPEST,City proper,Estimate - de jure,"Final figure, complete",2019.0,816438.0
Hungary,2018,Total,Male,Debrecen,City proper,Estimate - de jure,"Final figure, complete",2019.0,94393.0
Hungary,2018,Total,Male,Györ,City proper,Estimate - de jure,"Final figure, complete",2019.0,62348.0
Hungary,2018,Total,Male,Kecskemét,City proper,Estimate - de jure,"Final figure, complete",2019.0,51981.5
Hungary,2018,Total,Male,Miskolc,City proper,Estimate - de jure,"Final figure, complete",2019.0,71962.0
Hungary,2018,Total,Male,Nyiregyhaza,City proper,Estimate - de jure,"Final figure, complete",2019.0,54491.5
Hungary,2018,Total,Male,Pécs,City proper,Estimate - de jure,"Final figure, complete",2019.0,65835.0
Hungary,2018,Total,Male,Szeged,City proper,Estimate - de jure,"Final figure, complete",2019.0,74163.0
Hungary,2018,Total,Female,BUDAPEST,City proper,Estimate - de jure,"Final figure, complete",2019.0,934572.0
Hungary,2018,Total,Female,Debrecen,City proper,Estimate - de jure,"Final figure, complete",2019.0,107430.0
Hungary,2018,Total,Female,Györ,City proper,Estimate - de jure,"Final figure, complete",2019.0,68718.0
Hungary,2018,Total,Female,Kecskemét,City proper,Estimate - de jure,"Final figure, complete",2019.0,58681.0
Hungary,2018,Total,Female,Miskolc,City proper,Estimate - de jure,"Final figure, complete",2019.0,83123.5
Hungary,2018,Total,Female,Nyiregyhaza,City proper,Estimate - de jure,"Final figure, complete",2019.0,62468.5
Hungary,2018,Total,Female,Pécs,City proper,Estimate - de jure,"Final figure, complete",2019.0,77695.5
Hungary,2018,Total,Female,Szeged,City proper,Estimate - de jure,"Final figure, complete",2019.0,86781.0
Ireland,2016,Total,Both Sexes,Cork,City proper,Estimate - de jure,"Final figure, complete",2019.0,124391.0
Ireland,2016,Total,Both Sexes,DUBLIN,City proper,Estimate - de jure,"Final figure, complete",2019.0,544107.0
Ireland,2016,Total,Male,Cork,City proper,Estimate - de jure,"Final figure, complete",2019.0,61255.0
Ireland,2016,Total,Male,DUBLIN,City proper,Estimate - de jure,"Final figure, complete",2019.0,267319.0
Ireland,2016,Total,Female,Cork,City proper,Estimate - de jure,"Final figure, complete",2019.0,63136.0
Ireland,2016,Total,Female,DUBLIN,City proper,Estimate - de jure,"Final figure, complete",2019.0,276788.0
Luxembourg,2019,Total,Both Sexes,LUXEMBOURG-VILLE,City proper,Estimate - de jure,"Final figure, complete",2019.0,119215.0
Luxembourg,2019,Total,Male,LUXEMBOURG-VILLE,City proper,Estimate - de jure,"Final figure, complete",2019.0,61216.0
Luxembourg,2019,Total,Female,LUXEMBOURG-VILLE,City proper,Estimate - de jure,"Final figure, complete",2019.0,57999.0
Netherlands,2015,Total,Both Sexes,Alkmaar,City proper,Estimate - de jure,"Final figure, complete",2015.0,107106.0
Netherlands,2015,Total,Both Sexes,Almere,City proper,Estimate - de jure,"Final figure, complete",2015.0,196932.0
Netherlands,2015,Total,Both Sexes,Alphen aan den,City proper,Estimate - de jure,"Final figure, complete",2015.0,107396.0
Netherlands,2015,Total,Both Sexes,Amersfoort,City proper,Estimate - de jure,"Final figure, complete",2015.0,152481.0
Netherlands,2015,Total,Both Sexes,AMSTERDAM,City proper,Estimate - de jure,"Final figure, complete",2015.0,821752.0
Netherlands,2015,Total,Both Sexes,Apeldoorn,City proper,Estimate - de jure,"Final figure, complete",2015.0,158099.0
Netherlands,2015,Total,Both Sexes,Arnhem,City proper,Estimate - de jure,"Final figure, complete",2015.0,152293.0
Netherlands,2015,Total,Both Sexes,Breda,City proper,Estimate - de jure,"Final figure, complete",2015.0,180937.0
Netherlands,2015,Total,Both Sexes,Delft,City proper,Estimate - de jure,"Final figure, complete",2015.0,101030.0
Netherlands,2015,Total,Both Sexes,Dordrecht,City proper,Estimate - de jure,"Final figure, complete",2015.0,118899.0
Netherlands,2015,Total,Both Sexes,Ede,City proper,Estimate - de jure,"Final figure, complete",2015.0,111575.0
Netherlands,2015,Total,Both Sexes,Eindhoven,City proper,Estimate - de jure,"Final figure, complete",2015.0,223209.0
Netherlands,2015,Total,Both Sexes,Emmen,City proper,Estimate - de jure,"Final figure, complete",2015.0,107775.0
Netherlands,2015,Total,Both Sexes,Enschede,City proper,Estimate - de jure,"Final figure, complete",2015.0,158553.0
Netherlands,2015,Total,Both Sexes,Groningen,City proper,Estimate - de jure,"Final figure, complete",2015.0,200336.0
Netherlands,2015,Total,Both Sexes,Haarlem,City proper,Estimate - de jure,"Final figure, complete",2015.0,156645.0
Netherlands,2015,Total,Both Sexes,Haarlemmermeer,City proper,Estimate - de jure,"Final figure, complete",2015.0,144152.0
Netherlands,2015,Total,Both Sexes,Leeuwarden,City proper,Estimate - de jure,"Final figure, complete",2015.0,107691.0
Netherlands,2015,Total,Both Sexes,Leiden,City proper,Estimate - de jure,"Final figure, complete",2015.0,121562.0
Netherlands,2015,Total,Both Sexes,Maastricht,City proper,Estimate - de jure,"Final figure, complete",2015.0,122397.0
Netherlands,2015,Total,Both Sexes,Nijmegen,City proper,Estimate - de jure,"Final figure, complete",2015.0,170681.0
Netherlands,2015,Total,Both Sexes,Rotterdam,City proper,Estimate - de jure,"Final figure, complete",2015.0,623652.0
Netherlands,2015,Total,Both Sexes,s-Gravenhage,City proper,Estimate - de jure,"Final figure, complete",2015.0,514861.0
Netherlands,2015,Total,Both Sexes,s-Hertogenbosch,City proper,Estimate - de jure,"Final figure, complete",2015.0,150889.0
Netherlands,2015,Total,Both Sexes,Tilburg,City proper,Estimate - de jure,"Final figure, complete",2015.0,211648.0
Netherlands,2015,Total,Both Sexes,Utrecht,City proper,Estimate - de jure,"Final figure, complete",2015.0,334176.0
Netherlands,2015,Total,Both Sexes,Venlo,City proper,Estimate - de jure,"Final figure, complete",2015.0,100536.0
Netherlands,2015,Total,Both Sexes,Westland,City proper,Estimate - de jure,"Final figure, complete",2015.0,104302.0
Netherlands,2015,Total,Both Sexes,Zaanstad,City proper,Estimate - de jure,"Final figure, complete",2015.0,151418.0
Netherlands,2015,Total,Both Sexes,Zoetermeer,City proper,Estimate - de jure,"Final figure, complete",2015.0,124025.0
Netherlands,2015,Total,Both Sexes,Zwolle,City proper,Estimate - de jure,"Final figure, complete",2015.0,123861.0
Netherlands,2015,Total,Male,Alkmaar,City proper,Estimate - de jure,"Final figure, complete",2015.0,52973.0
Netherlands,2015,Total,Male,Almere,City proper,Estimate - de jure,"Final figure, complete",2015.0,97666.0
Netherlands,2015,Total,Male,Alphen aan den,City proper,Estimate - de jure,"Final figure, complete",2015.0,53321.0
Netherlands,2015,Total,Male,Amersfoort,City proper,Estimate - de jure,"Final figure, complete",2015.0,74967.0
Netherlands,2015,Total,Male,AMSTERDAM,City proper,Estimate - de jure,"Final figure, complete",2015.0,404881.0
Netherlands,2015,Total,Male,Apeldoorn,City proper,Estimate - de jure,"Final figure, complete",2015.0,78163.0
Netherlands,2015,Total,Male,Arnhem,City proper,Estimate - de jure,"Final figure, complete",2015.0,75872.0
Netherlands,2015,Total,Male,Breda,City proper,Estimate - de jure,"Final figure, complete",2015.0,88620.0
Netherlands,2015,Total,Male,Delft,City proper,Estimate - de jure,"Final figure, complete",2015.0,54035.0
Netherlands,2015,Total,Male,Dordrecht,City proper,Estimate - de jure,"Final figure, complete",2015.0,58646.0
Netherlands,2015,Total,Male,Ede,City proper,Estimate - de jure,"Final figure, complete",2015.0,54790.0
Netherlands,2015,Total,Male,Eindhoven,City proper,Estimate - de jure,"Final figure, complete",2015.0,114034.0
Netherlands,2015,Total,Male,Emmen,City proper,Estimate - de jure,"Final figure, complete",2015.0,53399.0
Netherlands,2015,Total,Male,Enschede,City proper,Estimate - de jure,"Final figure, complete",2015.0,80411.0
Netherlands,2015,Total,Male,Groningen,City proper,Estimate - de jure,"Final figure, complete",2015.0,99657.0
Netherlands,2015,Total,Male,Haarlem,City proper,Estimate - de jure,"Final figure, complete",2015.0,76481.0
Netherlands,2015,Total,Male,Haarlemmermeer,City proper,Estimate - de jure,"Final figure, complete",2015.0,71642.0
Netherlands,2015,Total,Male,Leeuwarden,City proper,Estimate - de jure,"Final figure, complete",2015.0,53264.0
Netherlands,2015,Total,Male,Leiden,City proper,Estimate - de jure,"Final figure, complete",2015.0,59084.0
Netherlands,2015,Total,Male,Maastricht,City proper,Estimate - de jure,"Final figure, complete",2015.0,58799.0
Netherlands,2015,Total,Male,Nijmegen,City proper,Estimate - de jure,"Final figure, complete",2015.0,81934.0
Netherlands,2015,Total,Male,Rotterdam,City proper,Estimate - de jure,"Final figure, complete",2015.0,307001.0
Netherlands,2015,Total,Male,s-Gravenhage,City proper,Estimate - de jure,"Final figure, complete",2015.0,254187.0
Netherlands,2015,Total,Male,s-Hertogenbosch,City proper,Estimate - de jure,"Final figure, complete",2015.0,74424.0
Netherlands,2015,Total,Male,Tilburg,City proper,Estimate - de jure,"Final figure, complete",2015.0,105179.0
Netherlands,2015,Total,Male,Utrecht,City proper,Estimate - de jure,"Final figure, complete",2015.0,162556.0
Netherlands,2015,Total,Male,Venlo,City proper,Estimate - de jure,"Final figure, complete",2015.0,49978.0
Netherlands,2015,Total,Male,Westland,City proper,Estimate - de jure,"Final figure, complete",2015.0,51937.0
Netherlands,2015,Total,Male,Zaanstad,City proper,Estimate - de jure,"Final figure, complete",2015.0,74778.0
Netherlands,2015,Total,Male,Zoetermeer,City proper,Estimate - de jure,"Final figure, complete",2015.0,60554.0
Netherlands,2015,Total,Male,Zwolle,City proper,Estimate - de jure,"Final figure, complete",2015.0,60759.0
Netherlands,2015,Total,Female,Alkmaar,City proper,Estimate - de jure,"Final figure, complete",2015.0,54133.0
Netherlands,2015,Total,Female,Almere,City proper,Estimate - de jure,"Final figure, complete",2015.0,99266.0
Netherlands,2015,Total,Female,Alphen aan den,City proper,Estimate - de jure,"Final figure, complete",2015.0,54075.0
Netherlands,2015,Total,Female,Amersfoort,City proper,Estimate - de jure,"Final figure, complete",2015.0,77514.0
Netherlands,2015,Total,Female,AMSTERDAM,City proper,Estimate - de jure,"Final figure, complete",2015.0,416871.0
Netherlands,2015,Total,Female,Apeldoorn,City proper,Estimate - de jure,"Final figure, complete",2015.0,79936.0
Netherlands,2015,Total,Female,Arnhem,City proper,Estimate - de jure,"Final figure, complete",2015.0,76421.0
Netherlands,2015,Total,Female,Breda,City proper,Estimate - de jure,"Final figure, complete",2015.0,92317.0
Netherlands,2015,Total,Female,Delft,City proper,Estimate - de jure,"Final figure, complete",2015.0,46995.0
Netherlands,2015,Total,Female,Dordrecht,City proper,Estimate - de jure,"Final figure, complete",2015.0,60253.0
Netherlands,2015,Total,Female,Ede,City proper,Estimate - de jure,"Final figure, complete",2015.0,56785.0
Netherlands,2015,Total,Female,Eindhoven,City proper,Estimate - de jure,"Final figure, complete",2015.0,109175.0
Netherlands,2015,Total,Female,Emmen,City proper,Estimate - de jure,"Final figure, complete",2015.0,54376.0
Netherlands,2015,Total,Female,Enschede,City proper,Estimate - de jure,"Final figure, complete",2015.0,78142.0
Netherlands,2015,Total,Female,Groningen,City proper,Estimate - de jure,"Final figure, complete",2015.0,100679.0
Netherlands,2015,Total,Female,Haarlem,City proper,Estimate - de jure,"Final figure, complete",2015.0,80164.0
Netherlands,2015,Total,Female,Haarlemmermeer,City proper,Estimate - de jure,"Final figure, complete",2015.0,72510.0
Netherlands,2015,Total,Female,Leeuwarden,City proper,Estimate - de jure,"Final figure, complete",2015.0,54427.0
Netherlands,2015,Total,Female,Leiden,City proper,Estimate - de jure,"Final figure, complete",2015.0,62478.0
Netherlands,2015,Total,Female,Maastricht,City proper,Estimate - de jure,"Final figure, complete",2015.0,63598.0
Netherlands,2015,Total,Female,Nijmegen,City proper,Estimate - de jure,"Final figure, complete",2015.0,88747.0
Netherlands,2015,Total,Female,Rotterdam,City proper,Estimate - de jure,"Final figure, complete",2015.0,316651.0
Netherlands,2015,Total,Female,s-Gravenhage,City proper,Estimate - de jure,"Final figure, complete",2015.0,260674.0
Netherlands,2015,Total,Female,s-Hertogenbosch,City proper,Estimate - de jure,"Final figure, complete",2015.0,76465.0
Netherlands,2015,Total,Female,Tilburg,City proper,Estimate - de jure,"Final figure, complete",2015.0,106469.0
Netherlands,2015,Total,Female,Utrecht,City proper,Estimate - de jure,"Final figure, complete",2015.0,171620.0
Netherlands,2015,Total,Female,Venlo,City proper,Estimate - de jure,"Final figure, complete",2015.0,50558.0
Netherlands,2015,Total,Female,Westland,City proper,Estimate - de jure,"Final figure, complete",2015.0,52365.0
Netherlands,2015,Total,Female,Zaanstad,City proper,Estimate - de jure,"Final figure, complete",2015.0,76640.0
Netherlands,2015,Total,Female,Zoetermeer,City proper,Estimate - de jure,"Final figure, complete",2015.0,63471.0
Netherlands,2015,Total,Female,Zwolle,City proper,Estimate - de jure,"Final figure, complete",2015.0,63102.0
Netherlands,2011,Total,Both Sexes,Geleen-Sittard,Urban agglomeration,Census - de jure - complete tabulation,"Final figure, complete",2011.0,137071.0
Netherlands,2011,Total,Both Sexes,Heerlen-Kerkrade,Urban agglomeration,Census - de jure - complete tabulation,"Final figure, complete",2011.0,204182.0
Netherlands,2011,Total,Both Sexes,The Hague,City proper,Census - de jure - complete tabulation,"Final figure, complete",2011.0,495083.0
Netherlands,2011,Total,Male,Geleen-Sittard,Urban agglomeration,Census - de jure - complete tabulation,"Final figure, complete",2011.0,67445.0
Netherlands,2011,Total,Male,Heerlen-Kerkrade,Urban agglomeration,Census - de jure - complete tabulation,"Final figure, complete",2011.0,100807.0
Netherlands,2011,Total,Male,The Hague,City proper,Census - de jure - complete tabulation,"Final figure, complete",2011.0,244040.0
Netherlands,2011,Total,Female,Geleen-Sittard,Urban agglomeration,Census - de jure - complete tabulation,"Final figure, complete",2011.0,69626.0
Netherlands,2011,Total,Female,Heerlen-Kerkrade,Urban agglomeration,Census - de jure - complete tabulation,"Final figure, complete",2011.0,103375.0
Netherlands,2011,Total,Female,The Hague,City proper,Census - de jure - complete tabulation,"Final figure, complete",2011.0,251043.0
Norway,2019,Total,Both Sexes,OSLO,City proper,Estimate - de jure,"Final figure, complete",2019.0,681067.0
Norway,2019,Total,Male,OSLO,City proper,Estimate - de jure,"Final figure, complete",2019.0,339597.0
Norway,2019,Total,Female,OSLO,City proper,Estimate - de jure,"Final figure, complete",2019.0,341470.0
Poland,2018,Total,Both Sexes,Bialystok,City proper,Estimate - de jure,"Final figure, complete",2018.0,294683.0
Poland,2018,Total,Both Sexes,Bielsko-Biala,City proper,Estimate - de jure,"Final figure, complete",2018.0,169373.0
Poland,2018,Total,Both Sexes,Bydgoszcz,City proper,Estimate - de jure,"Final figure, complete",2018.0,351273.0
Poland,2018,Total,Both Sexes,Bytom,City proper,Estimate - de jure,"Final figure, complete",2018.0,166135.0
Poland,2018,Total,Both Sexes,Chorzów,City proper,Estimate - de jure,"Final figure, complete",2018.0,107780.0
Poland,2018,Total,Both Sexes,Czestochowa,City proper,Estimate - de jure,"Final figure, complete",2018.0,221508.0
Poland,2018,Total,Both Sexes,Dabrowa Górnicza,City proper,Estimate - de jure,"Final figure, complete",2018.0,119816.0
Poland,2018,Total,Both Sexes,Elblag,City proper,Estimate - de jure,"Final figure, complete",2018.0,118397.0
Poland,2018,Total,Both Sexes,Gdansk,City proper,Estimate - de jure,"Final figure, complete",2018.0,464834.0
Poland,2018,Total,Both Sexes,Gdynia,City proper,Estimate - de jure,"Final figure, complete",2018.0,243496.0
Poland,2018,Total,Both Sexes,Gliwice,City proper,Estimate - de jure,"Final figure, complete",2018.0,179218.0
Poland,2018,Total,Both Sexes,Gorzów Wielkopolski,City proper,Estimate - de jure,"Final figure, complete",2018.0,122455.0
Poland,2018,Total,Both Sexes,Grudziadz,City proper,Estimate - de jure,"Final figure, complete",2018.0,93679.0
Poland,2018,Total,Both Sexes,Jastrzebie-Zdrój,City proper,Estimate - de jure,"Final figure, complete",2018.0,88366.0
Poland,2018,Total,Both Sexes,Kalisz,City proper,Estimate - de jure,"Final figure, complete",2018.0,100223.0
Poland,2018,Total,Both Sexes,Katowice,City proper,Estimate - de jure,"Final figure, complete",2018.0,299674.0
Poland,2018,Total,Both Sexes,Kielce,City proper,Estimate - de jure,"Final figure, complete",2018.0,194632.0
Poland,2018,Total,Both Sexes,Koszalin,City proper,Estimate - de jure,"Final figure, complete",2018.0,106118.0
Poland,2018,Total,Both Sexes,Kraków,City proper,Estimate - de jure,"Final figure, complete",2018.0,762776.0
Poland,2018,Total,Both Sexes,Legnica,City proper,Estimate - de jure,"Final figure, complete",2018.0,98598.0
Poland,2018,Total,Both Sexes,Lódz,City proper,Estimate - de jure,"Final figure, complete",2018.0,686874.0
Poland,2018,Total,Both Sexes,Lublin,City proper,Estimate - de jure,"Final figure, complete",2018.0,341493.0
Poland,2018,Total,Both Sexes,Olsztyn,City proper,Estimate - de jure,"Final figure, complete",2018.0,174023.0
Poland,2018,Total,Both Sexes,Opole,City proper,Estimate - de jure,"Final figure, complete",2018.0,127434.0
Poland,2018,Total,Both Sexes,Plock,City proper,Estimate - de jure,"Final figure, complete",2018.0,119175.0
Poland,2018,Total,Both Sexes,Poznan,City proper,Estimate - de jure,"Final figure, complete",2018.0,536692.0
Poland,2018,Total,Both Sexes,Radom,City proper,Estimate - de jure,"Final figure, complete",2018.0,211909.0
Poland,2018,Total,Both Sexes,Ruda Slaska,City proper,Estimate - de jure,"Final figure, complete",2018.0,137093.0
Poland,2018,Total,Both Sexes,Rybnik,City proper,Estimate - de jure,"Final figure, complete",2018.0,137316.0
Poland,2018,Total,Both Sexes,Rzeszów,City proper,Estimate - de jure,"Final figure, complete",2018.0,188232.0
Poland,2018,Total,Both Sexes,Slupsk,City proper,Estimate - de jure,"Final figure, complete",2018.0,90157.0
Poland,2018,Total,Both Sexes,Sosnowiec,City proper,Estimate - de jure,"Final figure, complete",2018.0,201228.0
Poland,2018,Total,Both Sexes,Szczecin,City proper,Estimate - de jure,"Final figure, complete",2018.0,400947.0
Poland,2018,Total,Both Sexes,Tarnów,City proper,Estimate - de jure,"Final figure, complete",2018.0,106408.0
Poland,2018,Total,Both Sexes,Torun,City proper,Estimate - de jure,"Final figure, complete",2018.0,199531.0
Poland,2018,Total,Both Sexes,Tychy,City proper,Estimate - de jure,"Final figure, complete",2018.0,126581.0
Poland,2018,Total,Both Sexes,Walbrzych,City proper,Estimate - de jure,"Final figure, complete",2018.0,111803.0
Poland,2018,Total,Both Sexes,WARSZAWA,City proper,Estimate - de jure,"Final figure, complete",2018.0,1766212.0
Poland,2018,Total,Both Sexes,Wloclawek,City proper,Estimate - de jure,"Final figure, complete",2018.0,109751.0
Poland,2018,Total,Both Sexes,Wroclaw,City proper,Estimate - de jure,"Final figure, complete",2018.0,636722.0
Poland,2018,Total,Both Sexes,Zabrze,City proper,Estimate - de jure,"Final figure, complete",2018.0,171756.0
Poland,2018,Total,Both Sexes,Zielona Góra,City proper,Estimate - de jure,"Final figure, complete",2018.0,140219.0
Poland,2018,Total,Male,Bialystok,City proper,Estimate - de jure,"Final figure, complete",2018.0,138357.0
Poland,2018,Total,Male,Bielsko-Biala,City proper,Estimate - de jure,"Final figure, complete",2018.0,80059.0
Poland,2018,Total,Male,Bydgoszcz,City proper,Estimate - de jure,"Final figure, complete",2018.0,165446.0
Poland,2018,Total,Male,Bytom,City proper,Estimate - de jure,"Final figure, complete",2018.0,79284.0
Poland,2018,Total,Male,Chorzów,City proper,Estimate - de jure,"Final figure, complete",2018.0,51200.0
Poland,2018,Total,Male,Czestochowa,City proper,Estimate - de jure,"Final figure, complete",2018.0,103837.0
Poland,2018,Total,Male,Dabrowa Górnicza,City proper,Estimate - de jure,"Final figure, complete",2018.0,57331.0
Poland,2018,Total,Male,Elblag,City proper,Estimate - de jure,"Final figure, complete",2018.0,56502.0
Poland,2018,Total,Male,Gdansk,City proper,Estimate - de jure,"Final figure, complete",2018.0,220748.0
Poland,2018,Total,Male,Gdynia,City proper,Estimate - de jure,"Final figure, complete",2018.0,114899.0
Poland,2018,Total,Male,Gliwice,City proper,Estimate - de jure,"Final figure, complete",2018.0,86400.0
Poland,2018,Total,Male,Gorzów Wielkopolski,City proper,Estimate - de jure,"Final figure, complete",2018.0,58116.0
Poland,2018,Total,Male,Grudziadz,City proper,Estimate - de jure,"Final figure, complete",2018.0,44466.0
Poland,2018,Total,Male,Jastrzebie-Zdrój,City proper,Estimate - de jure,"Final figure, complete",2018.0,43118.0
Poland,2018,Total,Male,Kalisz,City proper,Estimate - de jure,"Final figure, complete",2018.0,46571.0
Poland,2018,Total,Male,Katowice,City proper,Estimate - de jure,"Final figure, complete",2018.0,143308.0
Poland,2018,Total,Male,Kielce,City proper,Estimate - de jure,"Final figure, complete",2018.0,91502.0
Poland,2018,Total,Male,Koszalin,City proper,Estimate - de jure,"Final figure, complete",2018.0,49897.0
Poland,2018,Total,Male,Kraków,City proper,Estimate - de jure,"Final figure, complete",2018.0,356584.0
Poland,2018,Total,Male,Legnica,City proper,Estimate - de jure,"Final figure, complete",2018.0,46574.0
Poland,2018,Total,Male,Lódz,City proper,Estimate - de jure,"Final figure, complete",2018.0,313191.0
Poland,2018,Total,Male,Lublin,City proper,Estimate - de jure,"Final figure, complete",2018.0,157363.0
Poland,2018,Total,Male,Olsztyn,City proper,Estimate - de jure,"Final figure, complete",2018.0,81124.0
Poland,2018,Total,Male,Opole,City proper,Estimate - de jure,"Final figure, complete",2018.0,60268.0
Poland,2018,Total,Male,Plock,City proper,Estimate - de jure,"Final figure, complete",2018.0,56211.0
Poland,2018,Total,Male,Poznan,City proper,Estimate - de jure,"Final figure, complete",2018.0,250673.0
Poland,2018,Total,Male,Radom,City proper,Estimate - de jure,"Final figure, complete",2018.0,100554.0
Poland,2018,Total,Male,Ruda Slaska,City proper,Estimate - de jure,"Final figure, complete",2018.0,66263.0
Poland,2018,Total,Male,Rybnik,City proper,Estimate - de jure,"Final figure, complete",2018.0,67021.0
Poland,2018,Total,Male,Rzeszów,City proper,Estimate - de jure,"Final figure, complete",2018.0,89244.0
Poland,2018,Total,Male,Slupsk,City proper,Estimate - de jure,"Final figure, complete",2018.0,42143.0
Poland,2018,Total,Male,Sosnowiec,City proper,Estimate - de jure,"Final figure, complete",2018.0,95091.0
Poland,2018,Total,Male,Szczecin,City proper,Estimate - de jure,"Final figure, complete",2018.0,190816.0
Poland,2018,Total,Male,Tarnów,City proper,Estimate - de jure,"Final figure, complete",2018.0,50187.0
Poland,2018,Total,Male,Torun,City proper,Estimate - de jure,"Final figure, complete",2018.0,92656.0
Poland,2018,Total,Male,Tychy,City proper,Estimate - de jure,"Final figure, complete",2018.0,60962.0
Poland,2018,Total,Male,Walbrzych,City proper,Estimate - de jure,"Final figure, complete",2018.0,52686.0
Poland,2018,Total,Male,WARSZAWA,City proper,Estimate - de jure,"Final figure, complete",2018.0,813008.0
Poland,2018,Total,Male,Wloclawek,City proper,Estimate - de jure,"Final figure, complete",2018.0,51589.0
Poland,2018,Total,Male,Wroclaw,City proper,Estimate - de jure,"Final figure, complete",2018.0,298228.0
Poland,2018,Total,Male,Zabrze,City proper,Estimate - de jure,"Final figure, complete",2018.0,82802.0
Poland,2018,Total,Male,Zielona Góra,City proper,Estimate - de jure,"Final figure, complete",2018.0,66795.0
Poland,2018,Total,Female,Bialystok,City proper,Estimate - de jure,"Final figure, complete",2018.0,156326.0
Poland,2018,Total,Female,Bielsko-Biala,City proper,Estimate - de jure,"Final figure, complete",2018.0,89314.0
Poland,2018,Total,Female,Bydgoszcz,City proper,Estimate - de jure,"Final figure, complete",2018.0,185827.0
Poland,2018,Total,Female,Bytom,City proper,Estimate - de jure,"Final figure, complete",2018.0,86851.0
Poland,2018,Total,Female,Chorzów,City proper,Estimate - de jure,"Final figure, complete",2018.0,56580.0
Poland,2018,Total,Female,Czestochowa,City proper,Estimate - de jure,"Final figure, complete",2018.0,117671.0
Poland,2018,Total,Female,Dabrowa Górnicza,City proper,Estimate - de jure,"Final figure, complete",2018.0,62485.0
Poland,2018,Total,Female,Elblag,City proper,Estimate - de jure,"Final figure, complete",2018.0,61895.0
Poland,2018,Total,Female,Gdansk,City proper,Estimate - de jure,"Final figure, complete",2018.0,244086.0
Poland,2018,Total,Female,Gdynia,City proper,Estimate - de jure,"Final figure, complete",2018.0,128597.0
Poland,2018,Total,Female,Gliwice,City proper,Estimate - de jure,"Final figure, complete",2018.0,92818.0
Poland,2018,Total,Female,Gorzów Wielkopolski,City proper,Estimate - de jure,"Final figure, complete",2018.0,64339.0
Poland,2018,Total,Female,Grudziadz,City proper,Estimate - de jure,"Final figure, complete",2018.0,49213.0
Poland,2018,Total,Female,Jastrzebie-Zdrój,City proper,Estimate - de jure,"Final figure, complete",2018.0,45248.0
Poland,2018,Total,Female,Kalisz,City proper,Estimate - de jure,"Final figure, complete",2018.0,53652.0
Poland,2018,Total,Female,Katowice,City proper,Estimate - de jure,"Final figure, complete",2018.0,156366.0
Poland,2018,Total,Female,Kielce,City proper,Estimate - de jure,"Final figure, complete",2018.0,103130.0
Poland,2018,Total,Female,Koszalin,City proper,Estimate - de jure,"Final figure, complete",2018.0,56221.0
Poland,2018,Total,Female,Kraków,City proper,Estimate - de jure,"Final figure, complete",2018.0,406192.0
Poland,2018,Total,Female,Legnica,City proper,Estimate - de jure,"Final figure, complete",2018.0,52024.0
Poland,2018,Total,Female,Lódz,City proper,Estimate - de jure,"Final figure, complete",2018.0,373683.0
Poland,2018,Total,Female,Lublin,City proper,Estimate - de jure,"Final figure, complete",2018.0,184130.0
Poland,2018,Total,Female,Olsztyn,City proper,Estimate - de jure,"Final figure, complete",2018.0,92899.0
Poland,2018,Total,Female,Opole,City proper,Estimate - de jure,"Final figure, complete",2018.0,67166.0
Poland,2018,Total,Female,Plock,City proper,Estimate - de jure,"Final figure, complete",2018.0,62964.0
Poland,2018,Total,Female,Poznan,City proper,Estimate - de jure,"Final figure, complete",2018.0,286019.0
Poland,2018,Total,Female,Radom,City proper,Estimate - de jure,"Final figure, complete",2018.0,111355.0
Poland,2018,Total,Female,Ruda Slaska,City proper,Estimate - de jure,"Final figure, complete",2018.0,70830.0
Poland,2018,Total,Female,Rybnik,City proper,Estimate - de jure,"Final figure, complete",2018.0,70295.0
Poland,2018,Total,Female,Rzeszów,City proper,Estimate - de jure,"Final figure, complete",2018.0,98988.0
Poland,2018,Total,Female,Slupsk,City proper,Estimate - de jure,"Final figure, complete",2018.0,48014.0
Poland,2018,Total,Female,Sosnowiec,City proper,Estimate - de jure,"Final figure, complete",2018.0,106137.0
Poland,2018,Total,Female,Szczecin,City proper,Estimate - de jure,"Final figure, complete",2018.0,210131.0
Poland,2018,Total,Female,Tarnów,City proper,Estimate - de jure,"Final figure, complete",2018.0,56221.0
Poland,2018,Total,Female,Torun,City proper,Estimate - de jure,"Final figure, complete",2018.0,106875.0
Poland,2018,Total,Female,Tychy,City proper,Estimate - de jure,"Final figure, complete",2018.0,65619.0
Poland,2018,Total,Female,Walbrzych,City proper,Estimate - de jure,"Final figure, complete",2018.0,59117.0
Poland,2018,Total,Female,WARSZAWA,City proper,Estimate - de jure,"Final figure, complete",2018.0,953204.0
