,Restaurant_id,Cuisine Style,Price Range,Number of Reviews
5984,id_5637,['Mediterranean'],,19
5945,id_4660,['Vietnamese'],$$ - $$$,57
5988,id_2384,"['French', 'Bar', 'European']",$$ - $$$,126
5761,id_1136,['Cafe'],,2
5724,id_999,"['Polish', 'European']",$$ - $$$,27
5898,id_3572,"['Italian', 'Bar', 'Pub']",$,32
5990,id_13692,"['American', 'British']",$,9
5937,id_2185,"['Japanese', 'Asian', 'Thai']",$$ - $$$,39
5220,id_13626,,,
5272,id_742,,,
5637,id_4131,"['Bar', 'Mediterranean', 'Spanish']",$,8
5507,id_1717,"['Mediterranean', 'European', 'Spanish']",$$ - $$$,239
5328,id_4642,,,
5910,id_1427,"['Swiss', 'European']",,3
5602,id_12977,"['Japanese', 'Sushi', 'Asian']",$$ - $$$,53
5593,id_1079,"['Mediterranean', 'European', 'Spanish']",$$ - $$$,428
5732,id_3892,"['Bar', 'Mediterranean', 'European']",$,85
5760,id_1155,"['Italian', 'Pizza', 'Mediterranean']",$,790
5832,id_461,"['French', 'Belgian', 'European']",,251
5787,id_3204,"['Bar', 'Mediterranean', 'Spanish']",$$ - $$$,16
5351,id_4090,"['Bar', 'Pub']",$,40
5423,id_825,['Cafe'],$$ - $$$,14
5957,id_228,"['Vegetarian Friendly', 'Gluten Free Options']",$,321
5482,id_1874,"['Chinese', 'Vegetarian Friendly']",$$ - $$$,58
5633,id_6529,"['Japanese', 'Sushi', 'Asian']",$$ - $$$,44
5590,id_3268,,,
5449,id_6324,,,
5809,id_13863,['Asian'],$,8
5528,id_505,,$,13
5686,id_337,"['French', 'European', 'Wine Bar']",$$ - $$$,71
5458,id_4159,"['Bar', 'Pub']",$,3
5741,id_547,,,
5800,id_1098,,,
5568,id_3086,,,
5669,id_1,,,
5659,id_2381,,,
5979,id_1481,"['Chinese', 'Asian', 'Cantonese']",$$ - $$$,155
5737,id_894,"['Japanese', 'Sushi', 'Asian']",$$ - $$$,9
5409,id_2640,,,
5606,id_3166,,,
5627,id_1418,"['Mediterranean', 'European', 'Spanish']",$$ - $$$,246
5676,id_1403,,,
5801,id_9000,"['Fast Food', 'Street Food']",$,4
5271,id_2043,"['Barbecue', 'Asian', 'Korean']",$$ - $$$,234
5777,id_9026,['French'],,3
5854,id_1238,"['Swiss', 'Vegetarian Friendly']",$$ - $$$,32
5443,id_1412,"['Brazilian', 'Irish', 'Bar']",$,65
5709,id_9314,['Italian'],$$ - $$$,8
5802,id_2226,"['Italian', 'Turkish']",$,7
5830,id_8421,"['Pizza', 'International']",$$ - $$$,54
5897,id_1476,"['Austrian', 'European', 'Vegetarian Friendly']",$$ - $$$,21
5519,id_1407,['European'],$,7
5856,id_11801,,$$ - $$$,44
5576,id_1298,,,1
5886,id_10662,['Spanish'],,1
5795,id_3164,['Italian'],,6
5670,id_1326,"['Chinese', 'Asian', 'Vegetarian Friendly']",$$ - $$$,27
5788,id_2616,"['European', 'Portuguese']",$,9
5947,id_2033,,,3
5718,id_272,"['Italian', 'Mediterranean', 'European']",$$ - $$$,636
5663,id_3134,['Italian'],$,7
5600,id_2492,['Cafe'],$,12
5615,id_9396,"['French', 'Contemporary']",$$ - $$$,10
5914,id_1874,"['French', 'Bar', 'European']",$$ - $$$,197
5490,id_1284,"['American', 'Fast Food', 'Vegetarian Friendly']",$$ - $$$,45
5867,id_1206,"['Bar', 'European', 'Pub']",$,68
5754,id_1226,"['French', 'Bar', 'European']",$$ - $$$,95
5771,id_109,"['Italian', 'Pizza', 'Mediterranean']",$$ - $$$,1092
5642,id_304,,,
5969,id_2004,"['Japanese', 'Seafood', 'Sushi']",$$ - $$$,13
5942,id_1068,['Greek'],$$ - $$$,1
5822,id_3043,"['Brazilian', 'European', 'Portuguese']",$$ - $$$,15
5554,id_4537,"['Bar', 'British', 'Pub']",$$ - $$$,112
5828,id_264,"['European', 'Wine Bar', 'Central European']",$$ - $$$,282
5977,id_2185,"['Pizza', 'Central European', 'Hungarian']",$,16
5818,id_1884,"['Bar', 'International', 'European']",$$ - $$$,116
5912,id_913,,,
5964,id_6894,,,
5963,id_1933,,,
5749,id_1146,"['Fast Food', 'International', 'Mediterranean']",$,104
5959,id_12800,['Quick Bites'],$,88
5478,id_3397,"['Peruvian', 'Latin', 'Vegetarian Friendly']",$,88
5558,id_2172,"['French', 'Cafe', 'European']",$$ - $$$,236
5720,id_10336,"['French', 'Healthy', 'Gastropub']",$$ - $$$,452
5550,id_6181,"['Spanish', 'Vegetarian Friendly']",$$ - $$$,25
5632,id_784,"['Bar', 'International', 'European']",$,150
5621,id_442,['American'],$$ - $$$,70
5791,id_3188,"['Asian', 'Vietnamese', 'Vegetarian Friendly']",$,93
5585,id_2977,"['Moroccan', 'Mediterranean', 'Middle Eastern']",$$ - $$$,78
5739,id_3300,"['Cafe', 'Romana', 'Lazio']",$$ - $$$,242
5728,id_2736,"['Chinese', 'Asian', 'Thai']",$$ - $$$,156
5834,id_2234,"['Chinese', 'Japanese', 'Sushi']",$$ - $$$,60
5823,id_1448,['Indian'],$$ - $$$,52
5948,id_243,"['Pizza', 'European', 'Vegetarian Friendly']",$,247
5726,id_1670,"['Cafe', 'Vegetarian Friendly']",$$ - $$$,18
5887,id_1328,"['German', 'European', 'Central European']",$$ - $$$,27
5810,id_1696,"['Chinese', 'Asian', 'Cantonese']",$$ - $$$,262
5775,id_3295,"['Bar', 'British', 'Pub']",$$ - $$$,488
5387,id_12723,"['Steakhouse', 'Grill']",$$ - $$$,300
5985,id_720,"['American', 'Cafe', 'British']",$,44
5999,id_5990,,$,5
5926,id_1168,['American'],$,11
5906,id_2234,"['Seafood', 'Mediterranean', 'European']",$$ - $$$,82
5997,id_6307,,$$ - $$$,18
5932,id_2390,"['Cafe', 'Healthy', 'Wine Bar']",$,67
5485,id_13637,,$$ - $$$,48
5672,id_13737,"['Bar', 'Pub']",$$ - $$$,25
5982,id_4913,"['Bar', 'Mediterranean', 'European']",$,78
5848,id_9161,"['French', 'Spanish', 'Wine Bar']",$$ - $$$,32
5965,id_1743,"['European', 'Street Food', 'Eastern European']",$,17
5751,id_7669,,,7
5655,id_3413,"['Italian', 'International', 'Vegetarian Friendly']",$$ - $$$,17
5403,id_4733,,,
5651,id_1382,"['Seafood', 'Fast Food', 'European']",$$ - $$$,5
5687,id_625,"['Dutch', 'European', 'Vegetarian Friendly']",$$ - $$$,122
5978,id_3940,"['Bar', 'Cafe', 'Seafood']",$$ - $$$,78
5772,id_535,['Polish'],$$ - $$$,76
5714,id_7420,"['Uzbek', 'Vegetarian Friendly']",$$ - $$$,55
5678,id_779,"['Italian', 'Pizza', 'Mediterranean']",$$ - $$$,249
5581,id_9235,['Bakeries'],$,51
5690,id_6740,['Italian'],$,29
5706,id_1354,"['Italian', 'Vegetarian Friendly']",$,294
5584,id_1373,"['Asian', 'Thai', 'Vegetarian Friendly']",$$ - $$$,92
5799,id_1128,"['European', 'Scandinavian']",$,10
5654,id_9,"['Slovenian', 'Vegetarian Friendly', 'Vegan Options']",$$ - $$$,1120
5811,id_11568,"['French', 'European']",$$ - $$$,14
5855,id_1514,['Wine Bar'],$$ - $$$,9
5653,id_617,"['Bar', 'Mediterranean', 'European']",$$ - $$$,44
5692,id_10237,['Italian'],$,8
5812,id_5924,"['French', 'European']",$,147
5734,id_841,"['American', 'Fast Food', 'Barbecue']",$,48
5697,id_4491,['Spanish'],$$ - $$$,36
5644,id_1391,"['Italian', 'Pizza', 'European']",$$ - $$$,270
5814,id_3474,"['Italian', 'Pizza', 'Seafood']",$,249
5626,id_2548,"['European', 'British', 'Vegetarian Friendly']",$$$$,299
5473,id_12890,['Asian'],,64
5377,id_1681,,,
5612,id_840,"['Chinese', 'Japanese', 'Seafood']",$,142
5874,id_602,"['Mediterranean', 'European', 'Greek']",$$ - $$$,598
5705,id_3653,['Bar'],$$ - $$$,100
5946,id_1500,"['German', 'Cafe', 'European']",$$ - $$$,1133
5641,id_9661,"['Indian', 'Vegetarian Friendly']",$$ - $$$,67
5611,id_5983,['International'],$,78
5645,id_5190,"['Italian', 'Mediterranean', 'European']",$$ - $$$,435
5502,id_1292,"['Japanese', 'Sushi']",$$ - $$$,18
5640,id_1976,['German'],$,12
5545,id_2190,"['Italian', 'Pizza', 'Mediterranean']",$$ - $$$,573
5928,id_3604,"['European', 'Portuguese']",$,21
5907,id_2341,['Diner'],$$ - $$$,12
5470,id_1001,['French'],$$ - $$$,27
5516,id_1953,"['Italian', 'Mediterranean', 'European']",$$ - $$$,117
5609,id_7507,"['Cafe', 'European', 'Spanish']",$,211
5939,id_174,"['Swiss', 'European', 'Central European']",$$ - $$$,208
5935,id_875,"['Quick Bites', 'Bar', 'British']",$,1363
5515,id_14452,"['Deli', 'Middle Eastern', 'Israeli']",$$ - $$$,275
5738,id_3968,"['Japanese', 'Sushi']",$$ - $$$,308
5596,id_13076,,,
5888,id_1852,,,
5598,id_3628,,,
5691,id_3378,,,
5693,id_1785,"['Indian', 'Fast Food', 'Vegetarian Friendly']",$,33
5873,id_10944,['French'],,7
5881,id_483,,,
5992,id_1523,,,
5657,id_14818,,,
5846,id_2557,,,
5624,id_15483,,,
5731,id_685,,,
5797,id_892,,,
5668,id_10418,"['Bar', 'British', 'Pub']",$$ - $$$,41
5604,id_1643,,$$ - $$$,27
5652,id_2699,"['Italian', 'Pizza', 'Barbecue']",$,294
5893,id_585,,,
5944,id_12114,,,
5892,id_12725,,,
5773,id_7254,,,
5321,id_3824,,,
5727,id_15090,,,
5863,id_1575,,$$ - $$$,15
5841,id_3101,"['Dutch', 'European']",$$ - $$$,42
5865,id_32,"['Japanese', 'Sushi', 'Asian']",$$ - $$$,640
5816,id_10363,['Fast Food'],,4
5628,id_1583,['Contemporary'],$$$$,6
5405,id_3644,"['Venezuelan', 'Colombian']",$$ - $$$,157
5789,id_2938,"['Italian', 'Pizza', 'Mediterranean']",$$ - $$$,283
5903,id_3599,"['Mediterranean', 'European', 'Spanish']",$$ - $$$,212
5740,id_1749,"['Mexican', 'Latin', 'South American']",$$ - $$$,567
5757,id_932,"['Bar', 'European', 'Pub']",$$ - $$$,49
5779,id_2506,"['Chinese', 'Cajun & Creole', 'Asian']",$,12
5890,id_3071,"['Bar', 'British', 'Pub']",$$ - $$$,211
5662,id_319,"['Quick Bites', 'Bar', 'British']",$,306
5664,id_792,"['Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",$$ - $$$,52
5792,id_5555,"['Bar', 'Mediterranean', 'Spanish']",$$ - $$$,129
5725,id_328,"['Mediterranean', 'European', 'Spanish']",$$ - $$$,835
5902,id_2925,,$,10
5849,id_316,"['Mediterranean', 'European', 'Spanish']",$$ - $$$,186
5882,id_16255,['Chinese'],$,9
5649,id_57,"['European', 'Danish', 'Vegetarian Friendly']",$$ - $$$,861
5840,id_4347,"['Quick Bites', 'Bar', 'British']",$$ - $$$,174
5747,id_2223,"['French', 'European']",$$ - $$$,367
5396,id_1698,"['Indian', 'Vegetarian Friendly', 'Vegan Options']",$$ - $$$,48
5951,id_5663,"['Quick Bites', 'Bar', 'British']",$$ - $$$,449
5605,id_12195,"['Italian', 'Pizza', 'Vegetarian Friendly']",$$ - $$$,41
5717,id_559,"['Chinese', 'Cantonese', 'Szechuan']",$$$$,6813
5639,id_4576,"['French', 'European', 'Vegetarian Friendly']",$$ - $$$,155
5588,id_7039,"['Asian', 'Tibetan', 'Vegetarian Friendly']",$$ - $$$,89
5859,id_1613,"['International', 'European', 'Vegetarian Friendly']",$$ - $$$,50
5559,id_404,"['Steakhouse', 'British', 'Grill']",$$ - $$$,451
5673,id_5303,"['Mediterranean', 'Spanish', 'Grill']",$,8
5862,id_15106,['Bar'],$$ - $$$,35
5504,id_12318,,,
5920,id_300,"['Italian', 'Tuscan', 'Northern-Italian']",$$ - $$$,59
5929,id_1046,"['Italian', 'French', 'Vegetarian Friendly']",$$ - $$$,31
5958,id_3267,"['Italian', 'Bar', 'Pub']",$$ - $$$,54
5783,id_12422,"['Bar', 'Deli', 'Pub']",$,3
5975,id_8964,"['Latin', 'Argentinean', 'South American']",$$ - $$$,15
5970,id_481,"['Japanese', 'Asian', 'Vegetarian Friendly']",$$ - $$$,99
5922,id_1111,"['Italian', 'Seafood', 'Mediterranean']",$$ - $$$,220
5784,id_43,"['International', 'European', 'British']",$$ - $$$,573
5917,id_3824,"['Cafe', 'Contemporary', 'Vegetarian Friendly']",$,21
5894,id_303,"['Lebanese', 'Fast Food', 'Mediterranean']",$,149
5487,id_13770,"['Chinese', 'Japanese', 'Asian']",$$ - $$$,16
5786,id_144,"['French', 'Vegetarian Friendly', 'Gluten Free Options']",$$ - $$$,1320
5793,id_3544,"['Mediterranean', 'European', 'Spanish']",$$ - $$$,34
5689,id_1292,['Italian'],$$ - $$$,17
5807,id_1942,,$,7
5996,id_845,"['European', 'Croatian', 'Central European']",$$ - $$$,110
5582,id_4126,"['Chinese', 'Asian', 'Hong Kong']",$$ - $$$,110
5776,id_1121,"['European', 'Portuguese']",$$ - $$$,35
5721,id_356,,,
5911,id_4460,"['Quick Bites', 'Bar', 'British']",$,478
5767,id_1002,"['Japanese', 'Sushi', 'Japanese Fusion']",$$ - $$$,25
5416,id_3624,"['Mediterranean', 'European', 'Spanish']",$$ - $$$,102
5803,id_12834,,,
5880,id_12124,,,8
5712,id_2901,"['Italian', 'Pizza', 'Mediterranean']",$$ - $$$,219
5980,id_3979,"['French', 'European']",$$ - $$$,141
5981,id_1683,"['Indian', 'Asian', 'Pakistani']",$$ - $$$,63
5488,id_1756,['Cafe'],$$ - $$$,73
5622,id_6178,"['Italian', 'Pizza', 'Vegetarian Friendly']",$$ - $$$,206
5616,id_528,"['European', 'British', 'Vegetarian Friendly']",$$ - $$$,630
5629,id_2544,"['Dessert', 'Cafe', 'European']",$$ - $$$,854
5966,id_638,"['Mediterranean', 'Greek', 'Vegetarian Friendly']",$$ - $$$,184
5868,id_4051,"['Italian', 'Pizza', 'Mediterranean']",$,2694
5895,id_5997,"['Japanese', 'Sushi', 'Asian']",$$ - $$$,65
5933,id_10583,"['Japanese', 'Sushi', 'Asian']",$,29
5636,id_3644,,,
5905,id_1131,,,
5919,id_5653,,,
5444,id_2425,"['Italian', 'Seafood', 'Mediterranean']",$$ - $$$,321
5995,id_2303,"['Italian', 'Mediterranean', 'European']",$$ - $$$,167
5808,id_1638,"['Italian', 'Mediterranean', 'European']",$$ - $$$,123
5526,id_50,"['Bar', 'International', 'Spanish']",$$ - $$$,1309
5512,id_4144,"['Italian', 'Seafood', 'Mediterranean']",$$ - $$$,814
5806,id_1779,"['French', 'European', 'Vegetarian Friendly']",$$ - $$$,573
5924,id_627,"['American', 'Fast Food', 'European']",$,95
5936,id_0,"['Cafe', 'Middle Eastern', 'Persian']",$$ - $$$,292
5953,id_169,"['European', 'Central European', 'Vegetarian Friendly']",$$$$,722
5723,id_1707,"['Dessert', 'Cafe', 'Vegetarian Friendly']",$$ - $$$,63
5774,id_1069,"['Belgian', 'Bar', 'European']",$$ - $$$,81
5453,id_9812,,,
5973,id_1847,,,
6005,id_10584,['French'],$$ - $$$,33
6001,id_4776,,$$ - $$$,8
6002,id_5893,"['Bar', 'British', 'Pub']",$$ - $$$,108
6009,id_2274,"['Italian', 'Mediterranean', 'Romana']",$,120
6006,id_4975,"['Mediterranean', 'Barbecue', 'Catalan']",$,54
6007,id_3348,['Pub'],$,45
6008,id_333,"['Healthy', 'Vegetarian Friendly', 'Vegan Options']",$$ - $$$,383
6003,id_7568,['Bar'],$$ - $$$,62
6015,id_631,,,15
6012,id_6110,['Mediterranean'],$$ - $$$,15
6011,id_9056,['French'],$,11
6020,id_10985,,$,4
6000,id_7943,['Pub'],$$ - $$$,27
6175,id_1137,['Greek'],,7
6146,id_3672,"['European', 'Croatian', 'Vegetarian Friendly']",$$ - $$$,21
6112,id_49,"['Swiss', 'European', 'Vegetarian Friendly']",$$ - $$$,366
6204,id_4483,"['Japanese', 'Asian', 'Fusion']",$$ - $$$,175
6103,id_1309,,,7
6013,id_345,"['Cafe', 'International', 'European']",$$ - $$$,478
6047,id_239,['Healthy'],$$ - $$$,10
6031,id_2435,"['Italian', 'Pizza', 'European']",$$ - $$$,286
6121,id_274,"['American', 'Steakhouse', 'Barbecue']",$$$$,161
6139,id_391,"['Indian', 'Asian', 'Balti']",$$ - $$$,342
6074,id_4027,"['Italian', 'Pizza', 'Vegetarian Friendly']",$$ - $$$,33
6220,id_7619,"['Italian', 'Pizza']",$,39
6114,id_6624,"['Mediterranean', 'Spanish']",,10
6094,id_721,,$$ - $$$,80
6100,id_1533,"['European', 'Croatian', 'Central European']",$$ - $$$,41
6079,id_3806,"['Steakhouse', 'Barbecue', 'Spanish']",$$ - $$$,135
6130,id_13750,"['European', 'Portuguese']",,4
6198,id_2056,"['Sushi', 'Asian']",,13
6202,id_1594,,$,14
6151,id_16138,['Indian'],,6
6144,id_1862,['Italian'],$$ - $$$,169
6160,id_969,,$$ - $$$,22
6106,id_10822,"['Asian', 'Vietnamese', 'Vegetarian Friendly']",$$ - $$$,86
6071,id_1404,"['International', 'European']",,3
6157,id_1873,"['Chinese', 'Asian']",$$ - $$$,20
6072,id_2158,"['Asian', 'Pub']",$,22
6010,id_3706,"['Mediterranean', 'Vegetarian Friendly']",$$ - $$$,168
6096,id_1581,['French'],,1
6113,id_7627,"['Italian', 'Vegetarian Friendly']",$$$$,25
6086,id_326,"['African', 'Vegetarian Friendly', 'Vegan Options']",$,167
6263,id_12667,['American'],,1
6158,id_939,"['Barbecue', 'European', 'Czech']",$$ - $$$,57
6052,id_683,"['Polish', 'European', 'Central European']",$$ - $$$,31
6073,id_846,"['Italian', 'Seafood', 'Mediterranean']",$$ - $$$,391
6036,id_2762,"['Chinese', 'Asian', 'Vegetarian Friendly']",$,89
6080,id_2437,['Spanish'],$$ - $$$,68
6143,id_1496,['Bar'],$$ - $$$,182
6051,id_6880,"['Bar', 'British', 'Pub']",$$ - $$$,218
6136,id_1702,"['Dutch', 'Bar', 'European']",$$ - $$$,123
6134,id_1620,['Vietnamese'],$$ - $$$,9
6191,id_2406,"['Cafe', 'Deli', 'Healthy']",$$ - $$$,6
6206,id_1880,"['International', 'European']",$$ - $$$,31
6180,id_6122,,,6
6149,id_632,"['American', 'Fast Food', 'European']",$,24
6153,id_13597,"['French', 'European']",,3
6203,id_1120,,,1
6230,id_2480,"['Italian', 'Austrian', 'European']",,8
6292,id_15147,"['Indian', 'Thai']",,9
6014,id_2912,,,
6063,id_616,,,2
6217,id_1904,,,4
6030,id_2542,['Bar'],,12
6061,id_539,"['Mediterranean', 'European', 'Middle Eastern']",$$ - $$$,277
6142,id_7034,"['Seafood', 'Mediterranean', 'Spanish']",$$ - $$$,15
6102,id_626,"['Middle Eastern', 'Vegetarian Friendly']",$$ - $$$,26
6057,id_42,"['German', 'European', 'Central European']",$$ - $$$,480
6138,id_168,"['French', 'Vegetarian Friendly', 'Vegan Options']",$$ - $$$,1553
6179,id_1065,,,116
6148,id_5341,"['International', 'British', 'Pub']",$$ - $$$,311
6289,id_7394,"['Bar', 'Pub']",,1
6183,id_10216,['French'],,13
6165,id_1210,"['French', 'Belgian', 'European']",$$ - $$$,91
6037,id_2397,,,2
6024,id_3817,"['Japanese', 'Peruvian', 'Spanish']",$$ - $$$,25
6133,id_16275,"['Grill', 'Healthy', 'Armenian']",,3
6219,id_13409,"['Fast Food', 'Deli']",,12
6099,id_5655,,$,10
6124,id_5242,['Dessert'],$$ - $$$,59
6091,id_3318,"['Italian', 'Contemporary', 'Portuguese']",$$ - $$$,21
6116,id_529,"['Italian', 'French', 'Mexican']",$$ - $$$,29
6141,id_3569,"['French', 'Vegetarian Friendly']",$$ - $$$,59
6156,id_1597,"['Bar', 'Mediterranean', 'Spanish']",$,128
6185,id_1167,,,1
6021,id_359,"['Asian', 'Vietnamese', 'Vegetarian Friendly']",$,20
6261,id_8951,['British'],,2
6213,id_9792,,,4
6177,id_1828,"['European', 'Portuguese']",$$ - $$$,20
6027,id_1723,"['Italian', 'Seafood', 'Mediterranean']",$$ - $$$,296
6069,id_2778,"['Dutch', 'European']",$,4
6242,id_1784,,,17
6235,id_6068,['Italian'],,4
6313,id_3713,"['Italian', 'Seafood', 'Mediterranean']",$$ - $$$,176
6107,id_5931,['Italian'],$$ - $$$,12
6159,id_1523,"['American', 'Steakhouse', 'Bar']",$$ - $$$,442
6041,id_363,"['International', 'European', 'Wine Bar']",$$$$,154
6276,id_1493,['French'],$$ - $$$,9
6265,id_2233,"['Austrian', 'Bar', 'Barbecue']",$$ - $$$,124
6174,id_1103,"['Mediterranean', 'European', 'Spanish']",$$ - $$$,94
6318,id_133,"['Bar', 'International', 'European']",$$ - $$$,460
6084,id_12481,"['Grill', 'Halal']",,2
6214,id_2336,"['Quick Bites', 'American', 'Fast Food']",$,23
6195,id_1318,['Spanish'],,11
6163,id_2084,"['Peruvian', 'Latin', 'Spanish']",$$ - $$$,3
6357,id_127,"['Indian', 'Asian', 'Sri Lankan']",$,202
6256,id_1685,"['Asian', 'Thai', 'Vegetarian Friendly']",$$ - $$$,175
6387,id_2311,['Cafe'],$$ - $$$,15
6129,id_1509,"['Street Food', 'Vegetarian Friendly']",$,170
6140,id_441,"['Italian', 'Seafood', 'Mediterranean']",$$ - $$$,609
6161,id_990,"['Italian', 'Vegetarian Friendly']",$$ - $$$,50
6090,id_534,"['Spanish', 'Catalan', 'Vegetarian Friendly']",$,530
6150,id_9107,"['Specialty Food Market', 'International']",,2
6042,id_8186,['Cafe'],$$ - $$$,45
6283,id_279,['Spanish'],,207
6212,id_6628,"['Italian', 'Pizza', 'European']",$$ - $$$,126
6120,id_2125,"['Mediterranean', 'European', 'Spanish']",$$ - $$$,98
6132,id_6205,"['American', 'Spanish']",$,22
6196,id_924,['American'],$$ - $$$,11
6294,id_12168,"['Cafe', 'British', 'Vegetarian Friendly']",$$ - $$$,44
6258,id_7264,['Spanish'],$$ - $$$,12
6231,id_10471,,$$ - $$$,152
6241,id_6219,"['Seafood', 'Spanish']",$$ - $$$,12
6076,id_1048,"['Cafe', 'Vegetarian Friendly']",$,28
6044,id_11160,"['Fast Food', 'Turkish', 'Middle Eastern', 'Halal']",,19
6053,id_148,"['French', 'European', 'Swedish']",$$ - $$$,205
6117,id_1448,['Vegan Options'],$,47
6046,id_7974,"['African', 'Middle Eastern', 'Arabic']",$$ - $$$,27
6045,id_6599,,$$ - $$$,69
6181,id_2890,"['Mediterranean', 'Spanish', 'Wine Bar']",$$ - $$$,36
6271,id_8939,,,3
6109,id_891,"['Mediterranean', 'Greek']",$,29
6189,id_2218,['Fast Food'],,5
6335,id_7543,"['Barbecue', 'Spanish']",$$ - $$$,5
6200,id_113,"['Indian', 'Vegetarian Friendly', 'Vegan Options']",$$ - $$$,68
6043,id_93,"['French', 'European', 'Scandinavian']",$$$$,185
6092,id_2193,"['Italian', 'Mediterranean', 'European']",$$ - $$$,50
6184,id_1561,['American'],,1
6049,id_655,"['Quick Bites', 'Mexican', 'Fast Food']",$,59
6324,id_1257,['French'],$,28
6126,id_1094,"['Chinese', 'Japanese', 'Seafood']",$$ - $$$,206
6173,id_1317,"['Italian', 'Pizza', 'Mediterranean']",$$ - $$$,191
6226,id_3045,"['Mediterranean', 'Spanish', 'Basque']",$$ - $$$,44
6115,id_9086,"['Bar', 'Pub']",$$ - $$$,7
6277,id_10764,,,1
6272,id_4236,,,4
6119,id_5415,"['Italian', 'Vegan Options']",$$ - $$$,32
6210,id_13263,"['Italian', 'French', 'Spanish']",$$ - $$$,10
6284,id_310,"['French', 'International', 'European']",$$ - $$$,15
6227,id_1958,"['Italian', 'Mediterranean', 'European']",$$ - $$$,46
6278,id_5547,"['Mediterranean', 'Spanish']",$$ - $$$,29
6314,id_1390,"['Indian', 'Vegetarian Friendly', 'Vegan Options']",$,256
6366,id_14730,['Indian'],,2
6281,id_11416,"['Bar', 'Pub']",,10
6282,id_2413,"['Italian', 'Pizza', 'Seafood']",$$ - $$$,595
6243,id_2275,['Vietnamese'],,6
6251,id_1205,"['Bar', 'Mediterranean', 'European']",$$ - $$$,235
6104,id_11478,"['Italian', 'Vegetarian Friendly', 'Gluten Free Options']",$$ - $$$,79
6085,id_6465,"['Italian', 'Mediterranean', 'European']",$$ - $$$,130
6054,id_505,"['Italian', 'Mediterranean', 'European']",$$ - $$$,73
6211,id_303,"['Austrian', 'International', 'Central European']",$$$$,444
6188,id_460,"['Mediterranean', 'European', 'Spanish']",$$$$,335
6169,id_378,"['Italian', 'Pizza', 'Mediterranean']",$,762
6137,id_1276,"['Catalan', 'Vegetarian Friendly', 'Vegan Options']",$$ - $$$,268
6194,id_0,"['Italian', 'Seafood', 'Mediterranean']",$$ - $$$,521
6176,id_7930,['Spanish'],$,30
6087,id_1970,,,
6018,id_5458,"['Mediterranean', 'Spanish']",$$ - $$$,62
6201,id_503,"['American', 'Bar', 'European']",$$ - $$$,120
6066,id_2132,"['International', 'Mediterranean', 'European']",$$ - $$$,663
6016,id_1568,,,
6168,id_7239,['Vegetarian Friendly'],,8
6293,id_247,"['French', 'Japanese', 'Sushi']",$$ - $$$,137
6035,id_1618,,,
6155,id_737,"['Mediterranean', 'European', 'Spanish']",$$ - $$$,242
6095,id_3983,"['Pizza', 'Argentinean', 'South American']",$,1
6038,id_2376,"['Italian', 'Pizza']",$$ - $$$,240
6222,id_1492,"['European', 'Portuguese', 'Vegetarian Friendly']",$,23
6172,id_2799,"['Italian', 'Mediterranean', 'Barbecue']",$$ - $$$,689
6269,id_286,"['Italian', 'Mediterranean', 'European']",$$ - $$$,88
6050,id_9721,,,4
6055,id_751,"['German', 'Austrian', 'Bar']",$$ - $$$,210
6264,id_407,"['Irish', 'Bar', 'European']",$$ - $$$,544
6123,id_3535,"['Mediterranean', 'Spanish']",,10
6082,id_3018,"['Italian', 'Vegetarian Friendly']",$$ - $$$,285
6197,id_1927,"['Dutch', 'European', 'Deli']",$$ - $$$,40
6218,id_2207,"['Asian', 'Vietnamese', 'Vegetarian Friendly']",$,197
6205,id_4410,"['Italian', 'Seafood', 'Mediterranean']",$$ - $$$,12
6338,id_1488,"['European', 'Swedish']",$$ - $$$,9
6171,id_2640,"['Turkish', 'Middle Eastern', 'Vegetarian Friendly']",$,100
6022,id_1852,"['French', 'European', 'Vegetarian Friendly']",$$$$,415
6193,id_4247,"['American', 'Vegetarian Friendly', 'Vegan Options']",$$ - $$$,239
6307,id_201,"['European', 'British', 'Grill']",$$ - $$$,900
6147,id_1520,"['French', 'Seafood']",$$ - $$$,108
6127,id_3778,"['French', 'Seafood']",$$ - $$$,147
6070,id_3111,"['Italian', 'Pizza', 'Mediterranean']",$$ - $$$,117
6040,id_8730,"['Deli', 'Vegetarian Friendly']",$$ - $$$,47
6340,id_1155,"['Bar', 'Pub']",,1
6207,id_1916,"['French', 'Vegetarian Friendly', 'Gluten Free Options']",$$ - $$$,166
6075,id_435,"['Indian', 'Asian', 'Vegetarian Friendly']",$$ - $$$,173
6097,id_4625,"['Mediterranean', 'Street Food']",$$ - $$$,27
6575,id_2633,,$,6
6394,id_1379,"['Chinese', 'Asian', 'Cantonese']",$$ - $$$,975
6025,id_3176,,,
6098,id_512,,,
6081,id_11120,"['Italian', 'Pizza', 'European']",$$ - $$$,268
6444,id_983,,,14
6434,id_2653,"['European', 'Czech']",,5
6247,id_2231,,,
6389,id_1116,,,
6302,id_1482,,,
6060,id_361,"['Polish', 'European', 'Eastern European']",$$ - $$$,703
6244,id_1430,['Fast Food'],$$ - $$$,286
6317,id_3359,['Pizza'],$$ - $$$,46
6344,id_579,"['Greek', 'Vegetarian Friendly']",$$ - $$$,81
